ip.src,ip.dst,tcp.srcport,tcp.dstport,udp.srcport,udp.dstport,bytes,packets,start,duration,label,ip.proto,ip.len,frame.time
172.28.0.12,169.254.169.254,,,46798,53,72,1,2024-03-27 01:04:22.312395,0,ndtv,17,58,2024-03-27 01:04:22.312395
172.28.0.12,169.254.169.254,,,55959,53,72,1,2024-03-27 01:04:22.312717,0,ndtv,17,58,2024-03-27 01:04:22.312717
169.254.169.254,172.28.0.12,,,53,46798,88,1,2024-03-27 01:04:22.312985,0,ndtv,17,74,2024-03-27 01:04:22.312985
169.254.169.254,172.28.0.12,,,53,55959,128,1,2024-03-27 01:04:22.356483,0,ndtv,17,114,2024-03-27 01:04:22.356483
172.28.0.12,23.60.105.65,45088,443,,,74,1,2024-03-27 01:04:22.356997,0,ndtv,6,60,2024-03-27 01:04:22.356997
23.60.105.65,172.28.0.12,443,45088,,,74,1,2024-03-27 01:04:22.393836,0,ndtv,6,60,2024-03-27 01:04:22.393836
172.28.0.12,23.60.105.65,45088,443,,,66,1,2024-03-27 01:04:22.393870,0,ndtv,6,52,2024-03-27 01:04:22.393870
172.28.0.12,23.60.105.65,45088,443,,,583,1,2024-03-27 01:04:22.449014,0,ndtv,6,569,2024-03-27 01:04:22.449014
23.60.105.65,172.28.0.12,443,45088,,,66,1,2024-03-27 01:04:22.485183,0,ndtv,6,52,2024-03-27 01:04:22.485183
23.60.105.65,172.28.0.12,443,45088,,,2962,1,2024-03-27 01:04:22.486509,0,ndtv,6,2948,2024-03-27 01:04:22.486509
172.28.0.12,23.60.105.65,45088,443,,,66,1,2024-03-27 01:04:22.486524,0,ndtv,6,52,2024-03-27 01:04:22.486524
23.60.105.65,172.28.0.12,443,45088,,,841,1,2024-03-27 01:04:22.486953,0,ndtv,6,827,2024-03-27 01:04:22.486953
172.28.0.12,23.60.105.65,45088,443,,,66,1,2024-03-27 01:04:22.486968,0,ndtv,6,52,2024-03-27 01:04:22.486968
172.28.0.12,23.60.105.65,45088,443,,,146,1,2024-03-27 01:04:22.488598,0,ndtv,6,132,2024-03-27 01:04:22.488598
172.28.0.12,23.60.105.65,45088,443,,,112,1,2024-03-27 01:04:22.488751,0,ndtv,6,98,2024-03-27 01:04:22.488751
172.28.0.12,23.60.105.65,45088,443,,,115,1,2024-03-27 01:04:22.488769,0,ndtv,6,101,2024-03-27 01:04:22.488769
172.28.0.12,23.60.105.65,45088,443,,,101,1,2024-03-27 01:04:22.488781,0,ndtv,6,87,2024-03-27 01:04:22.488781
172.28.0.12,23.60.105.65,45088,443,,,127,1,2024-03-27 01:04:22.488809,0,ndtv,6,113,2024-03-27 01:04:22.488809
23.60.105.65,172.28.0.12,443,45088,,,353,1,2024-03-27 01:04:22.524967,0,ndtv,6,339,2024-03-27 01:04:22.524967
23.60.105.65,172.28.0.12,443,45088,,,353,1,2024-03-27 01:04:22.525000,0,ndtv,6,339,2024-03-27 01:04:22.525000
172.28.0.12,23.60.105.65,45088,443,,,66,1,2024-03-27 01:04:22.525173,0,ndtv,6,52,2024-03-27 01:04:22.525173
23.60.105.65,172.28.0.12,443,45088,,,127,1,2024-03-27 01:04:22.528776,0,ndtv,6,113,2024-03-27 01:04:22.528776
23.60.105.65,172.28.0.12,443,45088,,,97,1,2024-03-27 01:04:22.528809,0,ndtv,6,83,2024-03-27 01:04:22.528809
23.60.105.65,172.28.0.12,443,45088,,,351,1,2024-03-27 01:04:22.528810,0,ndtv,6,337,2024-03-27 01:04:22.528810
23.60.105.65,172.28.0.12,443,45088,,,463,1,2024-03-27 01:04:22.528838,0,ndtv,6,449,2024-03-27 01:04:22.528838
172.28.0.12,23.60.105.65,45088,443,,,97,1,2024-03-27 01:04:22.528921,0,ndtv,6,83,2024-03-27 01:04:22.528921
172.28.0.12,23.60.105.65,45088,443,,,90,1,2024-03-27 01:04:22.529171,0,ndtv,6,76,2024-03-27 01:04:22.529171
172.28.0.12,23.60.105.65,45088,443,,,66,1,2024-03-27 01:04:22.530144,0,ndtv,6,52,2024-03-27 01:04:22.530144
23.60.105.65,172.28.0.12,443,45088,,,66,1,2024-03-27 01:04:22.565240,0,ndtv,6,52,2024-03-27 01:04:22.565240
23.60.105.65,172.28.0.12,443,45088,,,90,1,2024-03-27 01:04:22.565310,0,ndtv,6,76,2024-03-27 01:04:22.565310
172.28.0.12,23.60.105.65,45088,443,,,54,1,2024-03-27 01:04:22.565329,0,ndtv,6,40,2024-03-27 01:04:22.565329
23.60.105.65,172.28.0.12,443,45088,,,66,1,2024-03-27 01:04:22.565638,0,ndtv,6,52,2024-03-27 01:04:22.565638
172.28.0.12,23.60.105.65,45088,443,,,54,1,2024-03-27 01:04:22.565643,0,ndtv,6,40,2024-03-27 01:04:22.565643
23.60.105.65,172.28.0.12,443,45088,,,66,1,2024-03-27 01:04:22.566159,0,ndtv,6,52,2024-03-27 01:04:22.566159
172.28.0.12,23.60.105.65,45088,443,,,54,1,2024-03-27 01:04:22.566163,0,ndtv,6,40,2024-03-27 01:04:22.566163
172.28.0.12,169.254.169.254,,,35587,53,72,1,2024-03-27 01:04:23.540927,0,ndtv,17,58,2024-03-27 01:04:23.540927
172.28.0.12,169.254.169.254,,,57927,53,72,1,2024-03-27 01:04:23.540932,0,ndtv,17,58,2024-03-27 01:04:23.540932
169.254.169.254,172.28.0.12,,,53,57927,88,1,2024-03-27 01:04:23.541614,0,ndtv,17,74,2024-03-27 01:04:23.541614
169.254.169.254,172.28.0.12,,,53,35587,128,1,2024-03-27 01:04:23.541621,0,ndtv,17,114,2024-03-27 01:04:23.541621
172.28.0.12,23.60.105.65,45094,443,,,74,1,2024-03-27 01:04:23.542055,0,ndtv,6,60,2024-03-27 01:04:23.542055
23.60.105.65,172.28.0.12,443,45094,,,74,1,2024-03-27 01:04:23.578139,0,ndtv,6,60,2024-03-27 01:04:23.578139
172.28.0.12,23.60.105.65,45094,443,,,66,1,2024-03-27 01:04:23.578175,0,ndtv,6,52,2024-03-27 01:04:23.578175
172.28.0.12,23.60.105.65,45094,443,,,583,1,2024-03-27 01:04:23.635399,0,ndtv,6,569,2024-03-27 01:04:23.635399
23.60.105.65,172.28.0.12,443,45094,,,66,1,2024-03-27 01:04:23.671502,0,ndtv,6,52,2024-03-27 01:04:23.671502
23.60.105.65,172.28.0.12,443,45094,,,2962,1,2024-03-27 01:04:23.672685,0,ndtv,6,2948,2024-03-27 01:04:23.672685
172.28.0.12,23.60.105.65,45094,443,,,66,1,2024-03-27 01:04:23.672699,0,ndtv,6,52,2024-03-27 01:04:23.672699
23.60.105.65,172.28.0.12,443,45094,,,841,1,2024-03-27 01:04:23.672686,0,ndtv,6,827,2024-03-27 01:04:23.672686
172.28.0.12,23.60.105.65,45094,443,,,66,1,2024-03-27 01:04:23.672704,0,ndtv,6,52,2024-03-27 01:04:23.672704
172.28.0.12,23.60.105.65,45094,443,,,146,1,2024-03-27 01:04:23.674630,0,ndtv,6,132,2024-03-27 01:04:23.674630
172.28.0.12,23.60.105.65,45094,443,,,112,1,2024-03-27 01:04:23.674792,0,ndtv,6,98,2024-03-27 01:04:23.674792
172.28.0.12,23.60.105.65,45094,443,,,115,1,2024-03-27 01:04:23.674812,0,ndtv,6,101,2024-03-27 01:04:23.674812
172.28.0.12,23.60.105.65,45094,443,,,101,1,2024-03-27 01:04:23.674824,0,ndtv,6,87,2024-03-27 01:04:23.674824
172.28.0.12,23.60.105.65,45094,443,,,127,1,2024-03-27 01:04:23.674854,0,ndtv,6,113,2024-03-27 01:04:23.674854
23.60.105.65,172.28.0.12,443,45094,,,353,1,2024-03-27 01:04:23.710846,0,ndtv,6,339,2024-03-27 01:04:23.710846
23.60.105.65,172.28.0.12,443,45094,,,353,1,2024-03-27 01:04:23.710920,0,ndtv,6,339,2024-03-27 01:04:23.710920
172.28.0.12,23.60.105.65,45094,443,,,66,1,2024-03-27 01:04:23.711038,0,ndtv,6,52,2024-03-27 01:04:23.711038
23.60.105.65,172.28.0.12,443,45094,,,127,1,2024-03-27 01:04:23.715038,0,ndtv,6,113,2024-03-27 01:04:23.715038
23.60.105.65,172.28.0.12,443,45094,,,97,1,2024-03-27 01:04:23.715089,0,ndtv,6,83,2024-03-27 01:04:23.715089
23.60.105.65,172.28.0.12,443,45094,,,351,1,2024-03-27 01:04:23.715090,0,ndtv,6,337,2024-03-27 01:04:23.715090
23.60.105.65,172.28.0.12,443,45094,,,463,1,2024-03-27 01:04:23.715091,0,ndtv,6,449,2024-03-27 01:04:23.715091
172.28.0.12,23.60.105.65,45094,443,,,97,1,2024-03-27 01:04:23.715108,0,ndtv,6,83,2024-03-27 01:04:23.715108
172.28.0.12,23.60.105.65,45094,443,,,90,1,2024-03-27 01:04:23.715276,0,ndtv,6,76,2024-03-27 01:04:23.715276
172.28.0.12,23.60.105.65,45094,443,,,66,1,2024-03-27 01:04:23.716088,0,ndtv,6,52,2024-03-27 01:04:23.716088
23.60.105.65,172.28.0.12,443,45094,,,66,1,2024-03-27 01:04:23.751313,0,ndtv,6,52,2024-03-27 01:04:23.751313
23.60.105.65,172.28.0.12,443,45094,,,90,1,2024-03-27 01:04:23.751427,0,ndtv,6,76,2024-03-27 01:04:23.751427
172.28.0.12,23.60.105.65,45094,443,,,54,1,2024-03-27 01:04:23.751448,0,ndtv,6,40,2024-03-27 01:04:23.751448
23.60.105.65,172.28.0.12,443,45094,,,66,1,2024-03-27 01:04:23.751471,0,ndtv,6,52,2024-03-27 01:04:23.751471
172.28.0.12,23.60.105.65,45094,443,,,54,1,2024-03-27 01:04:23.751476,0,ndtv,6,40,2024-03-27 01:04:23.751476
23.60.105.65,172.28.0.12,443,45094,,,66,1,2024-03-27 01:04:23.752028,0,ndtv,6,52,2024-03-27 01:04:23.752028
172.28.0.12,23.60.105.65,45094,443,,,54,1,2024-03-27 01:04:23.752032,0,ndtv,6,40,2024-03-27 01:04:23.752032
172.28.0.12,169.254.169.254,,,50490,53,72,1,2024-03-27 01:04:24.729211,0,ndtv,17,58,2024-03-27 01:04:24.729211
172.28.0.12,169.254.169.254,,,58813,53,72,1,2024-03-27 01:04:24.729528,0,ndtv,17,58,2024-03-27 01:04:24.729528
169.254.169.254,172.28.0.12,,,53,50490,88,1,2024-03-27 01:04:24.729865,0,ndtv,17,74,2024-03-27 01:04:24.729865
169.254.169.254,172.28.0.12,,,53,58813,128,1,2024-03-27 01:04:24.729933,0,ndtv,17,114,2024-03-27 01:04:24.729933
172.28.0.12,23.60.105.65,45098,443,,,74,1,2024-03-27 01:04:24.730389,0,ndtv,6,60,2024-03-27 01:04:24.730389
23.60.105.65,172.28.0.12,443,45098,,,74,1,2024-03-27 01:04:24.766463,0,ndtv,6,60,2024-03-27 01:04:24.766463
172.28.0.12,23.60.105.65,45098,443,,,66,1,2024-03-27 01:04:24.766505,0,ndtv,6,52,2024-03-27 01:04:24.766505
172.28.0.12,23.60.105.65,45098,443,,,583,1,2024-03-27 01:04:24.852801,0,ndtv,6,569,2024-03-27 01:04:24.852801
23.60.105.65,172.28.0.12,443,45098,,,66,1,2024-03-27 01:04:24.888857,0,ndtv,6,52,2024-03-27 01:04:24.888857
23.60.105.65,172.28.0.12,443,45098,,,2962,1,2024-03-27 01:04:24.889942,0,ndtv,6,2948,2024-03-27 01:04:24.889942
172.28.0.12,23.60.105.65,45098,443,,,66,1,2024-03-27 01:04:24.889960,0,ndtv,6,52,2024-03-27 01:04:24.889960
23.60.105.65,172.28.0.12,443,45098,,,841,1,2024-03-27 01:04:24.890085,0,ndtv,6,827,2024-03-27 01:04:24.890085
172.28.0.12,23.60.105.65,45098,443,,,66,1,2024-03-27 01:04:24.890093,0,ndtv,6,52,2024-03-27 01:04:24.890093
172.28.0.12,23.60.105.65,45098,443,,,146,1,2024-03-27 01:04:24.892564,0,ndtv,6,132,2024-03-27 01:04:24.892564
172.28.0.12,23.60.105.65,45098,443,,,112,1,2024-03-27 01:04:24.892786,0,ndtv,6,98,2024-03-27 01:04:24.892786
172.28.0.12,23.60.105.65,45098,443,,,115,1,2024-03-27 01:04:24.892809,0,ndtv,6,101,2024-03-27 01:04:24.892809
172.28.0.12,23.60.105.65,45098,443,,,101,1,2024-03-27 01:04:24.892825,0,ndtv,6,87,2024-03-27 01:04:24.892825
172.28.0.12,23.60.105.65,45098,443,,,127,1,2024-03-27 01:04:24.892867,0,ndtv,6,113,2024-03-27 01:04:24.892867
23.60.105.65,172.28.0.12,443,45098,,,353,1,2024-03-27 01:04:24.929050,0,ndtv,6,339,2024-03-27 01:04:24.929050
23.60.105.65,172.28.0.12,443,45098,,,353,1,2024-03-27 01:04:24.929086,0,ndtv,6,339,2024-03-27 01:04:24.929086
172.28.0.12,23.60.105.65,45098,443,,,66,1,2024-03-27 01:04:24.929294,0,ndtv,6,52,2024-03-27 01:04:24.929294
23.60.105.65,172.28.0.12,443,45098,,,127,1,2024-03-27 01:04:24.932891,0,ndtv,6,113,2024-03-27 01:04:24.932891
23.60.105.65,172.28.0.12,443,45098,,,97,1,2024-03-27 01:04:24.932894,0,ndtv,6,83,2024-03-27 01:04:24.932894
172.28.0.12,23.60.105.65,45098,443,,,97,1,2024-03-27 01:04:24.933003,0,ndtv,6,83,2024-03-27 01:04:24.933003
23.60.105.65,172.28.0.12,443,45098,,,351,1,2024-03-27 01:04:24.932924,0,ndtv,6,337,2024-03-27 01:04:24.932924
23.60.105.65,172.28.0.12,443,45098,,,463,1,2024-03-27 01:04:24.933061,0,ndtv,6,449,2024-03-27 01:04:24.933061
172.28.0.12,23.60.105.65,45098,443,,,66,1,2024-03-27 01:04:24.933141,0,ndtv,6,52,2024-03-27 01:04:24.933141
172.28.0.12,23.60.105.65,45098,443,,,90,1,2024-03-27 01:04:24.933267,0,ndtv,6,76,2024-03-27 01:04:24.933267
172.28.0.12,23.60.105.65,45098,443,,,66,1,2024-03-27 01:04:24.934476,0,ndtv,6,52,2024-03-27 01:04:24.934476
23.60.105.65,172.28.0.12,443,45098,,,66,1,2024-03-27 01:04:24.975810,0,ndtv,6,52,2024-03-27 01:04:24.975810
23.60.105.65,172.28.0.12,443,45098,,,90,1,2024-03-27 01:04:24.980144,0,ndtv,6,76,2024-03-27 01:04:24.980144
172.28.0.12,23.60.105.65,45098,443,,,54,1,2024-03-27 01:04:24.980162,0,ndtv,6,40,2024-03-27 01:04:24.980162
23.60.105.65,172.28.0.12,443,45098,,,66,1,2024-03-27 01:04:24.980301,0,ndtv,6,52,2024-03-27 01:04:24.980301
172.28.0.12,23.60.105.65,45098,443,,,54,1,2024-03-27 01:04:24.980305,0,ndtv,6,40,2024-03-27 01:04:24.980305
172.28.0.12,169.254.169.254,,,53692,53,72,1,2024-03-27 01:04:26.006123,0,ndtv,17,58,2024-03-27 01:04:26.006123
169.254.169.254,172.28.0.12,,,53,53692,161,1,2024-03-27 01:04:26.051670,0,ndtv,17,147,2024-03-27 01:04:26.051670
172.28.0.12,169.254.169.254,,,41205,53,72,1,2024-03-27 01:04:28.069548,0,ndtv,17,58,2024-03-27 01:04:28.069548
172.28.0.12,169.254.169.254,,,59380,53,72,1,2024-03-27 01:04:28.069823,0,ndtv,17,58,2024-03-27 01:04:28.069823
169.254.169.254,172.28.0.12,,,53,59380,161,1,2024-03-27 01:04:28.070361,0,ndtv,17,147,2024-03-27 01:04:28.070361
169.254.169.254,172.28.0.12,,,53,41205,205,1,2024-03-27 01:04:28.136514,0,ndtv,17,191,2024-03-27 01:04:28.136514
172.28.0.12,169.254.169.254,,,54057,53,72,1,2024-03-27 01:04:29.787409,0,ndtv,17,58,2024-03-27 01:04:29.787409
172.28.0.12,169.254.169.254,,,39709,53,72,1,2024-03-27 01:04:29.787409,0,ndtv,17,58,2024-03-27 01:04:29.787409
169.254.169.254,172.28.0.12,,,53,39709,205,1,2024-03-27 01:04:29.788010,0,ndtv,17,191,2024-03-27 01:04:29.788010
169.254.169.254,172.28.0.12,,,53,54057,161,1,2024-03-27 01:04:29.788048,0,ndtv,17,147,2024-03-27 01:04:29.788048
172.28.0.12,169.254.169.254,,,58094,53,72,1,2024-03-27 01:04:31.207110,0,ndtv,17,58,2024-03-27 01:04:31.207110
172.28.0.12,169.254.169.254,,,36430,53,72,1,2024-03-27 01:04:31.207198,0,ndtv,17,58,2024-03-27 01:04:31.207198
169.254.169.254,172.28.0.12,,,53,58094,205,1,2024-03-27 01:04:31.207792,0,ndtv,17,191,2024-03-27 01:04:31.207792
169.254.169.254,172.28.0.12,,,53,36430,161,1,2024-03-27 01:04:31.207796,0,ndtv,17,147,2024-03-27 01:04:31.207796
172.28.0.12,169.254.169.254,,,57651,53,80,1,2024-03-27 01:04:32.618008,0,ndtv,17,66,2024-03-27 01:04:32.618008
169.254.169.254,172.28.0.12,,,53,57651,179,1,2024-03-27 01:04:32.657554,0,ndtv,17,165,2024-03-27 01:04:32.657554
172.28.0.12,169.254.169.254,,,42995,53,80,1,2024-03-27 01:04:34.675215,0,ndtv,17,66,2024-03-27 01:04:34.675215
172.28.0.12,169.254.169.254,,,39011,53,80,1,2024-03-27 01:04:34.675234,0,ndtv,17,66,2024-03-27 01:04:34.675234
169.254.169.254,172.28.0.12,,,53,39011,179,1,2024-03-27 01:04:34.675922,0,ndtv,17,165,2024-03-27 01:04:34.675922
169.254.169.254,172.28.0.12,,,53,42995,275,1,2024-03-27 01:04:34.854897,0,ndtv,17,261,2024-03-27 01:04:34.854897
172.28.0.12,169.254.169.254,,,51552,53,80,1,2024-03-27 01:04:36.000058,0,ndtv,17,66,2024-03-27 01:04:36.000058
172.28.0.12,169.254.169.254,,,49505,53,80,1,2024-03-27 01:04:36.000118,0,ndtv,17,66,2024-03-27 01:04:36.000118
169.254.169.254,172.28.0.12,,,53,49505,179,1,2024-03-27 01:04:36.000752,0,ndtv,17,165,2024-03-27 01:04:36.000752
169.254.169.254,172.28.0.12,,,53,51552,275,1,2024-03-27 01:04:36.000756,0,ndtv,17,261,2024-03-27 01:04:36.000756
172.28.0.12,169.254.169.254,,,47000,53,80,1,2024-03-27 01:04:37.177400,0,ndtv,17,66,2024-03-27 01:04:37.177400
172.28.0.12,169.254.169.254,,,43357,53,80,1,2024-03-27 01:04:37.177601,0,ndtv,17,66,2024-03-27 01:04:37.177601
169.254.169.254,172.28.0.12,,,53,47000,275,1,2024-03-27 01:04:37.178063,0,ndtv,17,261,2024-03-27 01:04:37.178063
169.254.169.254,172.28.0.12,,,53,43357,179,1,2024-03-27 01:04:37.178117,0,ndtv,17,165,2024-03-27 01:04:37.178117
172.28.0.12,169.254.169.254,,,43554,53,77,1,2024-03-27 01:04:38.403638,0,ndtv,17,63,2024-03-27 01:04:38.403638
169.254.169.254,172.28.0.12,,,53,43554,184,1,2024-03-27 01:04:38.474113,0,ndtv,17,170,2024-03-27 01:04:38.474113
172.28.0.12,169.254.169.254,,,33627,53,77,1,2024-03-27 01:04:40.489755,0,ndtv,17,63,2024-03-27 01:04:40.489755
172.28.0.12,169.254.169.254,,,35694,53,77,1,2024-03-27 01:04:40.489755,0,ndtv,17,63,2024-03-27 01:04:40.489755
169.254.169.254,172.28.0.12,,,53,35694,184,1,2024-03-27 01:04:40.490324,0,ndtv,17,170,2024-03-27 01:04:40.490324
169.254.169.254,172.28.0.12,,,53,33627,344,1,2024-03-27 01:04:40.556942,0,ndtv,17,330,2024-03-27 01:04:40.556942
172.28.0.12,169.254.169.254,,,51556,53,77,1,2024-03-27 01:04:42.182787,0,ndtv,17,63,2024-03-27 01:04:42.182787
172.28.0.12,169.254.169.254,,,43105,53,77,1,2024-03-27 01:04:42.182787,0,ndtv,17,63,2024-03-27 01:04:42.182787
169.254.169.254,172.28.0.12,,,53,51556,184,1,2024-03-27 01:04:42.183416,0,ndtv,17,170,2024-03-27 01:04:42.183416
169.254.169.254,172.28.0.12,,,53,43105,344,1,2024-03-27 01:04:42.183489,0,ndtv,17,330,2024-03-27 01:04:42.183489
172.28.0.12,169.254.169.254,,,35796,53,77,1,2024-03-27 01:04:43.332787,0,ndtv,17,63,2024-03-27 01:04:43.332787
172.28.0.12,169.254.169.254,,,32880,53,77,1,2024-03-27 01:04:43.332786,0,ndtv,17,63,2024-03-27 01:04:43.332786
169.254.169.254,172.28.0.12,,,53,32880,184,1,2024-03-27 01:04:43.333416,0,ndtv,17,170,2024-03-27 01:04:43.333416
169.254.169.254,172.28.0.12,,,53,35796,344,1,2024-03-27 01:04:43.333418,0,ndtv,17,330,2024-03-27 01:04:43.333418
172.28.0.12,169.254.169.254,,,52915,53,70,1,2024-03-27 01:04:44.519760,0,ndtv,17,56,2024-03-27 01:04:44.519760
169.254.169.254,172.28.0.12,,,53,52915,123,1,2024-03-27 01:04:45.556828,0,ndtv,17,109,2024-03-27 01:04:45.556828
172.28.0.12,169.254.169.254,,,41525,53,70,1,2024-03-27 01:04:47.573088,0,ndtv,17,56,2024-03-27 01:04:47.573088
172.28.0.12,169.254.169.254,,,42579,53,70,1,2024-03-27 01:04:47.573332,0,ndtv,17,56,2024-03-27 01:04:47.573332
169.254.169.254,172.28.0.12,,,53,41525,123,1,2024-03-27 01:04:47.573725,0,ndtv,17,109,2024-03-27 01:04:47.573725
169.254.169.254,172.28.0.12,,,53,42579,156,1,2024-03-27 01:04:48.744201,0,ndtv,17,142,2024-03-27 01:04:48.744201
172.28.0.12,169.254.169.254,,,53432,53,70,1,2024-03-27 01:04:50.951406,0,ndtv,17,56,2024-03-27 01:04:50.951406
172.28.0.12,169.254.169.254,,,47496,53,70,1,2024-03-27 01:04:50.951406,0,ndtv,17,56,2024-03-27 01:04:50.951406
169.254.169.254,172.28.0.12,,,53,47496,156,1,2024-03-27 01:04:50.952036,0,ndtv,17,142,2024-03-27 01:04:50.952036
169.254.169.254,172.28.0.12,,,53,53432,123,1,2024-03-27 01:04:50.952036,0,ndtv,17,109,2024-03-27 01:04:50.952036
172.28.0.12,169.254.169.254,,,59819,53,70,1,2024-03-27 01:04:53.116807,0,ndtv,17,56,2024-03-27 01:04:53.116807
172.28.0.12,169.254.169.254,,,44691,53,70,1,2024-03-27 01:04:53.117058,0,ndtv,17,56,2024-03-27 01:04:53.117058
169.254.169.254,172.28.0.12,,,53,59819,123,1,2024-03-27 01:04:53.117405,0,ndtv,17,109,2024-03-27 01:04:53.117405
169.254.169.254,172.28.0.12,,,53,44691,156,1,2024-03-27 01:04:53.117480,0,ndtv,17,142,2024-03-27 01:04:53.117480
172.28.0.12,169.254.169.254,,,60782,53,74,1,2024-03-27 01:04:55.325212,0,ndtv,17,60,2024-03-27 01:04:55.325212
169.254.169.254,172.28.0.12,,,53,60782,90,1,2024-03-27 01:04:55.369532,0,ndtv,17,76,2024-03-27 01:04:55.369532
172.28.0.12,169.254.169.254,,,49065,53,74,1,2024-03-27 01:04:57.384740,0,ndtv,17,60,2024-03-27 01:04:57.384740
172.28.0.12,169.254.169.254,,,51439,53,74,1,2024-03-27 01:04:57.384736,0,ndtv,17,60,2024-03-27 01:04:57.384736
169.254.169.254,172.28.0.12,,,53,51439,90,1,2024-03-27 01:04:57.385417,0,ndtv,17,76,2024-03-27 01:04:57.385417
169.254.169.254,172.28.0.12,,,53,49065,130,1,2024-03-27 01:04:57.402144,0,ndtv,17,116,2024-03-27 01:04:57.402144
172.28.0.12,169.254.169.254,,,51171,53,74,1,2024-03-27 01:04:59.150614,0,ndtv,17,60,2024-03-27 01:04:59.150614
172.28.0.12,169.254.169.254,,,53378,53,74,1,2024-03-27 01:04:59.150614,0,ndtv,17,60,2024-03-27 01:04:59.150614
169.254.169.254,172.28.0.12,,,53,51171,130,1,2024-03-27 01:04:59.151299,0,ndtv,17,116,2024-03-27 01:04:59.151299
169.254.169.254,172.28.0.12,,,53,53378,90,1,2024-03-27 01:04:59.151306,0,ndtv,17,76,2024-03-27 01:04:59.151306
172.28.0.12,169.254.169.254,,,38818,53,74,1,2024-03-27 01:05:00.553540,0,ndtv,17,60,2024-03-27 01:05:00.553540
172.28.0.12,169.254.169.254,,,53788,53,74,1,2024-03-27 01:05:00.553862,0,ndtv,17,60,2024-03-27 01:05:00.553862
169.254.169.254,172.28.0.12,,,53,38818,130,1,2024-03-27 01:05:00.554311,0,ndtv,17,116,2024-03-27 01:05:00.554311
169.254.169.254,172.28.0.12,,,53,53788,90,1,2024-03-27 01:05:00.554376,0,ndtv,17,76,2024-03-27 01:05:00.554376
172.28.0.12,169.254.169.254,,,52730,53,74,1,2024-03-27 01:05:02.540856,0,ndtv,17,60,2024-03-27 01:05:02.540856
169.254.169.254,172.28.0.12,,,53,52730,90,1,2024-03-27 01:05:02.572208,0,ndtv,17,76,2024-03-27 01:05:02.572208
172.28.0.12,169.254.169.254,,,49968,53,74,1,2024-03-27 01:05:04.587806,0,ndtv,17,60,2024-03-27 01:05:04.587806
172.28.0.12,169.254.169.254,,,50709,53,74,1,2024-03-27 01:05:04.587806,0,ndtv,17,60,2024-03-27 01:05:04.587806
169.254.169.254,172.28.0.12,,,53,50709,90,1,2024-03-27 01:05:04.588563,0,ndtv,17,76,2024-03-27 01:05:04.588563
169.254.169.254,172.28.0.12,,,53,49968,158,1,2024-03-27 01:05:04.633198,0,ndtv,17,144,2024-03-27 01:05:04.633198
172.28.0.12,169.254.169.254,,,56116,53,74,1,2024-03-27 01:05:05.750959,0,ndtv,17,60,2024-03-27 01:05:05.750959
172.28.0.12,169.254.169.254,,,43188,53,74,1,2024-03-27 01:05:05.750959,0,ndtv,17,60,2024-03-27 01:05:05.750959
169.254.169.254,172.28.0.12,,,53,56116,90,1,2024-03-27 01:05:05.751685,0,ndtv,17,76,2024-03-27 01:05:05.751685
169.254.169.254,172.28.0.12,,,53,43188,158,1,2024-03-27 01:05:05.751693,0,ndtv,17,144,2024-03-27 01:05:05.751693
172.28.0.12,169.254.169.254,,,60099,53,74,1,2024-03-27 01:05:06.868660,0,ndtv,17,60,2024-03-27 01:05:06.868660
172.28.0.12,169.254.169.254,,,35998,53,74,1,2024-03-27 01:05:06.868872,0,ndtv,17,60,2024-03-27 01:05:06.868872
169.254.169.254,172.28.0.12,,,53,60099,158,1,2024-03-27 01:05:06.869412,0,ndtv,17,144,2024-03-27 01:05:06.869412
169.254.169.254,172.28.0.12,,,53,35998,90,1,2024-03-27 01:05:06.869411,0,ndtv,17,76,2024-03-27 01:05:06.869411
172.28.0.12,169.254.169.254,,,47962,53,74,1,2024-03-27 01:05:08.019104,0,ndtv,17,60,2024-03-27 01:05:08.019104
169.254.169.254,172.28.0.12,,,53,47962,163,1,2024-03-27 01:05:08.168325,0,ndtv,17,149,2024-03-27 01:05:08.168325
172.28.0.12,169.254.169.254,,,53042,53,74,1,2024-03-27 01:05:10.184205,0,ndtv,17,60,2024-03-27 01:05:10.184205
172.28.0.12,169.254.169.254,,,40406,53,74,1,2024-03-27 01:05:10.184266,0,ndtv,17,60,2024-03-27 01:05:10.184266
169.254.169.254,172.28.0.12,,,53,40406,163,1,2024-03-27 01:05:10.184993,0,ndtv,17,149,2024-03-27 01:05:10.184993
169.254.169.254,172.28.0.12,,,53,53042,208,1,2024-03-27 01:05:10.340297,0,ndtv,17,194,2024-03-27 01:05:10.340297
172.28.0.12,169.254.169.254,,,44561,53,74,1,2024-03-27 01:05:11.933862,0,ndtv,17,60,2024-03-27 01:05:11.933862
172.28.0.12,169.254.169.254,,,48286,53,74,1,2024-03-27 01:05:11.933860,0,ndtv,17,60,2024-03-27 01:05:11.933860
169.254.169.254,172.28.0.12,,,53,44561,163,1,2024-03-27 01:05:11.934624,0,ndtv,17,149,2024-03-27 01:05:11.934624
169.254.169.254,172.28.0.12,,,53,48286,208,1,2024-03-27 01:05:11.934669,0,ndtv,17,194,2024-03-27 01:05:11.934669
