ip.src,ip.dst,tcp.srcport,tcp.dstport,udp.srcport,udp.dstport,bytes,packets,start,duration,label,ip.proto,ip.len,frame.time
172.28.0.12,96.17.212.241,45684,443,,,66,1,2024-03-27 01:04:09.676464,0,washingtonpost,6,52,2024-03-27 01:04:09.676464
96.17.212.241,172.28.0.12,443,45684,,,10202,1,2024-03-27 01:04:09.676475,0,washingtonpost,6,10188,2024-03-27 01:04:09.676475
172.28.0.12,96.17.212.241,45684,443,,,66,1,2024-03-27 01:04:09.676495,0,washingtonpost,6,52,2024-03-27 01:04:09.676495
96.17.212.241,172.28.0.12,443,45684,,,11997,1,2024-03-27 01:04:09.677072,0,washingtonpost,6,11983,2024-03-27 01:04:09.677072
172.28.0.12,96.17.212.241,45684,443,,,66,1,2024-03-27 01:04:09.677090,0,washingtonpost,6,52,2024-03-27 01:04:09.677090
96.17.212.241,172.28.0.12,443,45684,,,16472,1,2024-03-27 01:04:09.678564,0,washingtonpost,6,16458,2024-03-27 01:04:09.678564
172.28.0.12,96.17.212.241,45684,443,,,66,1,2024-03-27 01:04:09.678584,0,washingtonpost,6,52,2024-03-27 01:04:09.678584
96.17.212.241,172.28.0.12,443,45684,,,97,1,2024-03-27 01:04:09.678566,0,washingtonpost,6,83,2024-03-27 01:04:09.678566
96.17.212.241,172.28.0.12,443,45684,,,5858,1,2024-03-27 01:04:09.678680,0,washingtonpost,6,5844,2024-03-27 01:04:09.678680
172.28.0.12,96.17.212.241,45684,443,,,66,1,2024-03-27 01:04:09.678690,0,washingtonpost,6,52,2024-03-27 01:04:09.678690
96.17.212.241,172.28.0.12,443,45684,,,10680,1,2024-03-27 01:04:09.678681,0,washingtonpost,6,10666,2024-03-27 01:04:09.678681
172.28.0.12,96.17.212.241,45684,443,,,66,1,2024-03-27 01:04:09.678698,0,washingtonpost,6,52,2024-03-27 01:04:09.678698
96.17.212.241,172.28.0.12,443,45684,,,32940,1,2024-03-27 01:04:09.679047,0,washingtonpost,6,32926,2024-03-27 01:04:09.679047
172.28.0.12,96.17.212.241,45684,443,,,66,1,2024-03-27 01:04:09.679067,0,washingtonpost,6,52,2024-03-27 01:04:09.679067
96.17.212.241,172.28.0.12,443,45684,,,56538,1,2024-03-27 01:04:09.679555,0,washingtonpost,6,56524,2024-03-27 01:04:09.679555
96.17.212.241,172.28.0.12,443,45684,,,5858,1,2024-03-27 01:04:09.679556,0,washingtonpost,6,5844,2024-03-27 01:04:09.679556
172.28.0.12,96.17.212.241,45684,443,,,66,1,2024-03-27 01:04:09.679618,0,washingtonpost,6,52,2024-03-27 01:04:09.679618
96.17.212.241,172.28.0.12,443,45684,,,56538,1,2024-03-27 01:04:09.680320,0,washingtonpost,6,56524,2024-03-27 01:04:09.680320
172.28.0.12,96.17.212.241,45684,443,,,66,1,2024-03-27 01:04:09.680351,0,washingtonpost,6,52,2024-03-27 01:04:09.680351
96.17.212.241,172.28.0.12,443,45684,,,5858,1,2024-03-27 01:04:09.680321,0,washingtonpost,6,5844,2024-03-27 01:04:09.680321
172.28.0.12,96.17.212.241,45684,443,,,66,1,2024-03-27 01:04:09.680389,0,washingtonpost,6,52,2024-03-27 01:04:09.680389
96.17.212.241,172.28.0.12,443,45684,,,56538,1,2024-03-27 01:04:09.681354,0,washingtonpost,6,56524,2024-03-27 01:04:09.681354
172.28.0.12,96.17.212.241,45684,443,,,66,1,2024-03-27 01:04:09.681387,0,washingtonpost,6,52,2024-03-27 01:04:09.681387
96.17.212.241,172.28.0.12,443,45684,,,5858,1,2024-03-27 01:04:09.681356,0,washingtonpost,6,5844,2024-03-27 01:04:09.681356
172.28.0.12,96.17.212.241,45684,443,,,66,1,2024-03-27 01:04:09.681799,0,washingtonpost,6,52,2024-03-27 01:04:09.681799
96.17.212.241,172.28.0.12,443,45684,,,56538,1,2024-03-27 01:04:09.682323,0,washingtonpost,6,56524,2024-03-27 01:04:09.682323
172.28.0.12,96.17.212.241,45684,443,,,66,1,2024-03-27 01:04:09.682355,0,washingtonpost,6,52,2024-03-27 01:04:09.682355
96.17.212.241,172.28.0.12,443,45684,,,5858,1,2024-03-27 01:04:09.682324,0,washingtonpost,6,5844,2024-03-27 01:04:09.682324
172.28.0.12,96.17.212.241,45684,443,,,66,1,2024-03-27 01:04:09.682392,0,washingtonpost,6,52,2024-03-27 01:04:09.682392
96.17.212.241,172.28.0.12,443,45684,,,2962,1,2024-03-27 01:04:09.683117,0,washingtonpost,6,2948,2024-03-27 01:04:09.683117
172.28.0.12,96.17.212.241,45684,443,,,66,1,2024-03-27 01:04:09.683129,0,washingtonpost,6,52,2024-03-27 01:04:09.683129
96.17.212.241,172.28.0.12,443,45684,,,56538,1,2024-03-27 01:04:09.683334,0,washingtonpost,6,56524,2024-03-27 01:04:09.683334
96.17.212.241,172.28.0.12,443,45684,,,5858,1,2024-03-27 01:04:09.683335,0,washingtonpost,6,5844,2024-03-27 01:04:09.683335
172.28.0.12,96.17.212.241,45684,443,,,66,1,2024-03-27 01:04:09.683377,0,washingtonpost,6,52,2024-03-27 01:04:09.683377
96.17.212.241,172.28.0.12,443,45684,,,2962,1,2024-03-27 01:04:09.684155,0,washingtonpost,6,2948,2024-03-27 01:04:09.684155
172.28.0.12,96.17.212.241,45684,443,,,66,1,2024-03-27 01:04:09.684166,0,washingtonpost,6,52,2024-03-27 01:04:09.684166
96.17.212.241,172.28.0.12,443,45684,,,1514,1,2024-03-27 01:04:09.684370,0,washingtonpost,6,1500,2024-03-27 01:04:09.684370
172.28.0.12,96.17.212.241,45684,443,,,66,1,2024-03-27 01:04:09.684384,0,washingtonpost,6,52,2024-03-27 01:04:09.684384
96.17.212.241,172.28.0.12,443,45684,,,56538,1,2024-03-27 01:04:09.684404,0,washingtonpost,6,56524,2024-03-27 01:04:09.684404
96.17.212.241,172.28.0.12,443,45684,,,4410,1,2024-03-27 01:04:09.684405,0,washingtonpost,6,4396,2024-03-27 01:04:09.684405
172.28.0.12,96.17.212.241,45684,443,,,66,1,2024-03-27 01:04:09.684465,0,washingtonpost,6,52,2024-03-27 01:04:09.684465
96.17.212.241,172.28.0.12,443,45684,,,2962,1,2024-03-27 01:04:09.685148,0,washingtonpost,6,2948,2024-03-27 01:04:09.685148
172.28.0.12,96.17.212.241,45684,443,,,66,1,2024-03-27 01:04:09.685158,0,washingtonpost,6,52,2024-03-27 01:04:09.685158
96.17.212.241,172.28.0.12,443,45684,,,56538,1,2024-03-27 01:04:09.685311,0,washingtonpost,6,56524,2024-03-27 01:04:09.685311
96.17.212.241,172.28.0.12,443,45684,,,5858,1,2024-03-27 01:04:09.685312,0,washingtonpost,6,5844,2024-03-27 01:04:09.685312
172.28.0.12,96.17.212.241,45684,443,,,66,1,2024-03-27 01:04:09.685666,0,washingtonpost,6,52,2024-03-27 01:04:09.685666
96.17.212.241,172.28.0.12,443,45684,,,2962,1,2024-03-27 01:04:09.686122,0,washingtonpost,6,2948,2024-03-27 01:04:09.686122
172.28.0.12,96.17.212.241,45684,443,,,66,1,2024-03-27 01:04:09.686134,0,washingtonpost,6,52,2024-03-27 01:04:09.686134
96.17.212.241,172.28.0.12,443,45684,,,43506,1,2024-03-27 01:04:09.686281,0,washingtonpost,6,43492,2024-03-27 01:04:09.686281
96.17.212.241,172.28.0.12,443,45684,,,18890,1,2024-03-27 01:04:09.686282,0,washingtonpost,6,18876,2024-03-27 01:04:09.686282
172.28.0.12,96.17.212.241,45684,443,,,66,1,2024-03-27 01:04:09.686321,0,washingtonpost,6,52,2024-03-27 01:04:09.686321
96.17.212.241,172.28.0.12,443,45684,,,2962,1,2024-03-27 01:04:09.687199,0,washingtonpost,6,2948,2024-03-27 01:04:09.687199
172.28.0.12,96.17.212.241,45684,443,,,66,1,2024-03-27 01:04:09.687209,0,washingtonpost,6,52,2024-03-27 01:04:09.687209
96.17.212.241,172.28.0.12,443,45684,,,46402,1,2024-03-27 01:04:09.688539,0,washingtonpost,6,46388,2024-03-27 01:04:09.688539
96.17.212.241,172.28.0.12,443,45684,,,15994,1,2024-03-27 01:04:09.688589,0,washingtonpost,6,15980,2024-03-27 01:04:09.688589
96.17.212.241,172.28.0.12,443,45684,,,2962,1,2024-03-27 01:04:09.688591,0,washingtonpost,6,2948,2024-03-27 01:04:09.688591
172.28.0.12,96.17.212.241,45684,443,,,66,1,2024-03-27 01:04:09.688621,0,washingtonpost,6,52,2024-03-27 01:04:09.688621
96.17.212.241,172.28.0.12,443,45684,,,56538,1,2024-03-27 01:04:09.688769,0,washingtonpost,6,56524,2024-03-27 01:04:09.688769
172.28.0.12,96.17.212.241,45684,443,,,66,1,2024-03-27 01:04:09.688797,0,washingtonpost,6,52,2024-03-27 01:04:09.688797
96.17.212.241,172.28.0.12,443,45684,,,5858,1,2024-03-27 01:04:09.688770,0,washingtonpost,6,5844,2024-03-27 01:04:09.688770
172.28.0.12,96.17.212.241,45684,443,,,66,1,2024-03-27 01:04:09.688822,0,washingtonpost,6,52,2024-03-27 01:04:09.688822
96.17.212.241,172.28.0.12,443,45684,,,2962,1,2024-03-27 01:04:09.689689,0,washingtonpost,6,2948,2024-03-27 01:04:09.689689
172.28.0.12,96.17.212.241,45684,443,,,66,1,2024-03-27 01:04:09.689698,0,washingtonpost,6,52,2024-03-27 01:04:09.689698
96.17.212.241,172.28.0.12,443,45684,,,56538,1,2024-03-27 01:04:09.689806,0,washingtonpost,6,56524,2024-03-27 01:04:09.689806
96.17.212.241,172.28.0.12,443,45684,,,5858,1,2024-03-27 01:04:09.689807,0,washingtonpost,6,5844,2024-03-27 01:04:09.689807
172.28.0.12,96.17.212.241,45684,443,,,66,1,2024-03-27 01:04:09.690041,0,washingtonpost,6,52,2024-03-27 01:04:09.690041
96.17.212.241,172.28.0.12,443,45684,,,2962,1,2024-03-27 01:04:09.690620,0,washingtonpost,6,2948,2024-03-27 01:04:09.690620
172.28.0.12,96.17.212.241,45684,443,,,66,1,2024-03-27 01:04:09.690628,0,washingtonpost,6,52,2024-03-27 01:04:09.690628
96.17.212.241,172.28.0.12,443,45684,,,56538,1,2024-03-27 01:04:09.690762,0,washingtonpost,6,56524,2024-03-27 01:04:09.690762
96.17.212.241,172.28.0.12,443,45684,,,5858,1,2024-03-27 01:04:09.690763,0,washingtonpost,6,5844,2024-03-27 01:04:09.690763
172.28.0.12,96.17.212.241,45684,443,,,66,1,2024-03-27 01:04:09.690812,0,washingtonpost,6,52,2024-03-27 01:04:09.690812
96.17.212.241,172.28.0.12,443,45684,,,2141,1,2024-03-27 01:04:09.691654,0,washingtonpost,6,2127,2024-03-27 01:04:09.691654
172.28.0.12,96.17.212.241,45684,443,,,66,1,2024-03-27 01:04:09.691661,0,washingtonpost,6,52,2024-03-27 01:04:09.691661
96.17.212.241,172.28.0.12,443,45684,,,56538,1,2024-03-27 01:04:09.691821,0,washingtonpost,6,56524,2024-03-27 01:04:09.691821
172.28.0.12,96.17.212.241,45684,443,,,66,1,2024-03-27 01:04:09.691844,0,washingtonpost,6,52,2024-03-27 01:04:09.691844
96.17.212.241,172.28.0.12,443,45684,,,5858,1,2024-03-27 01:04:09.691822,0,washingtonpost,6,5844,2024-03-27 01:04:09.691822
172.28.0.12,96.17.212.241,45684,443,,,66,1,2024-03-27 01:04:09.691850,0,washingtonpost,6,52,2024-03-27 01:04:09.691850
96.17.212.241,172.28.0.12,443,45684,,,2962,1,2024-03-27 01:04:09.692587,0,washingtonpost,6,2948,2024-03-27 01:04:09.692587
172.28.0.12,96.17.212.241,45684,443,,,66,1,2024-03-27 01:04:09.692595,0,washingtonpost,6,52,2024-03-27 01:04:09.692595
96.17.212.241,172.28.0.12,443,45684,,,56538,1,2024-03-27 01:04:09.692809,0,washingtonpost,6,56524,2024-03-27 01:04:09.692809
172.28.0.12,96.17.212.241,45684,443,,,66,1,2024-03-27 01:04:09.692833,0,washingtonpost,6,52,2024-03-27 01:04:09.692833
96.17.212.241,172.28.0.12,443,45684,,,5858,1,2024-03-27 01:04:09.692811,0,washingtonpost,6,5844,2024-03-27 01:04:09.692811
172.28.0.12,96.17.212.241,45684,443,,,66,1,2024-03-27 01:04:09.692841,0,washingtonpost,6,52,2024-03-27 01:04:09.692841
96.17.212.241,172.28.0.12,443,45684,,,2962,1,2024-03-27 01:04:09.693620,0,washingtonpost,6,2948,2024-03-27 01:04:09.693620
172.28.0.12,96.17.212.241,45684,443,,,66,1,2024-03-27 01:04:09.693630,0,washingtonpost,6,52,2024-03-27 01:04:09.693630
96.17.212.241,172.28.0.12,443,45684,,,55090,1,2024-03-27 01:04:09.694016,0,washingtonpost,6,55076,2024-03-27 01:04:09.694016
172.28.0.12,96.17.212.241,45684,443,,,66,1,2024-03-27 01:04:09.694039,0,washingtonpost,6,52,2024-03-27 01:04:09.694039
96.17.212.241,172.28.0.12,443,45684,,,7306,1,2024-03-27 01:04:09.694055,0,washingtonpost,6,7292,2024-03-27 01:04:09.694055
172.28.0.12,96.17.212.241,45684,443,,,66,1,2024-03-27 01:04:09.694060,0,washingtonpost,6,52,2024-03-27 01:04:09.694060
96.17.212.241,172.28.0.12,443,45684,,,2962,1,2024-03-27 01:04:09.694636,0,washingtonpost,6,2948,2024-03-27 01:04:09.694636
172.28.0.12,96.17.212.241,45684,443,,,66,1,2024-03-27 01:04:09.694644,0,washingtonpost,6,52,2024-03-27 01:04:09.694644
96.17.212.241,172.28.0.12,443,45684,,,43506,1,2024-03-27 01:04:09.694839,0,washingtonpost,6,43492,2024-03-27 01:04:09.694839
172.28.0.12,96.17.212.241,45684,443,,,66,1,2024-03-27 01:04:09.694859,0,washingtonpost,6,52,2024-03-27 01:04:09.694859
96.17.212.241,172.28.0.12,443,45684,,,18890,1,2024-03-27 01:04:09.694840,0,washingtonpost,6,18876,2024-03-27 01:04:09.694840
172.28.0.12,96.17.212.241,45684,443,,,66,1,2024-03-27 01:04:09.694868,0,washingtonpost,6,52,2024-03-27 01:04:09.694868
96.17.212.241,172.28.0.12,443,45684,,,2962,1,2024-03-27 01:04:09.695637,0,washingtonpost,6,2948,2024-03-27 01:04:09.695637
172.28.0.12,96.17.212.241,45684,443,,,66,1,2024-03-27 01:04:09.695644,0,washingtonpost,6,52,2024-03-27 01:04:09.695644
96.17.212.241,172.28.0.12,443,45684,,,56538,1,2024-03-27 01:04:09.695878,0,washingtonpost,6,56524,2024-03-27 01:04:09.695878
172.28.0.12,96.17.212.241,45684,443,,,66,1,2024-03-27 01:04:09.695901,0,washingtonpost,6,52,2024-03-27 01:04:09.695901
96.17.212.241,172.28.0.12,443,45684,,,5858,1,2024-03-27 01:04:09.695879,0,washingtonpost,6,5844,2024-03-27 01:04:09.695879
172.28.0.12,96.17.212.241,45684,443,,,66,1,2024-03-27 01:04:09.695907,0,washingtonpost,6,52,2024-03-27 01:04:09.695907
96.17.212.241,172.28.0.12,443,45684,,,22297,1,2024-03-27 01:04:09.696722,0,washingtonpost,6,22283,2024-03-27 01:04:09.696722
172.28.0.12,96.17.212.241,45684,443,,,66,1,2024-03-27 01:04:09.696735,0,washingtonpost,6,52,2024-03-27 01:04:09.696735
172.28.0.12,96.17.212.241,45684,443,,,90,1,2024-03-27 01:04:09.696873,0,washingtonpost,6,76,2024-03-27 01:04:09.696873
172.28.0.12,96.17.212.241,45684,443,,,66,1,2024-03-27 01:04:09.697606,0,washingtonpost,6,52,2024-03-27 01:04:09.697606
96.17.212.241,172.28.0.12,443,45684,,,66,1,2024-03-27 01:04:09.712950,0,washingtonpost,6,52,2024-03-27 01:04:09.712950
96.17.212.241,172.28.0.12,443,45684,,,90,1,2024-03-27 01:04:09.713234,0,washingtonpost,6,76,2024-03-27 01:04:09.713234
172.28.0.12,96.17.212.241,45684,443,,,54,1,2024-03-27 01:04:09.713264,0,washingtonpost,6,40,2024-03-27 01:04:09.713264
96.17.212.241,172.28.0.12,443,45684,,,66,1,2024-03-27 01:04:09.713289,0,washingtonpost,6,52,2024-03-27 01:04:09.713289
172.28.0.12,96.17.212.241,45684,443,,,54,1,2024-03-27 01:04:09.713296,0,washingtonpost,6,40,2024-03-27 01:04:09.713296
96.17.212.241,172.28.0.12,443,45684,,,66,1,2024-03-27 01:04:09.713691,0,washingtonpost,6,52,2024-03-27 01:04:09.713691
172.28.0.12,96.17.212.241,45684,443,,,54,1,2024-03-27 01:04:09.713705,0,washingtonpost,6,40,2024-03-27 01:04:09.713705
172.28.0.12,169.254.169.254,,,55529,53,82,1,2024-03-27 01:04:10.709486,0,washingtonpost,17,68,2024-03-27 01:04:10.709486
172.28.0.12,169.254.169.254,,,48375,53,82,1,2024-03-27 01:04:10.709542,0,washingtonpost,17,68,2024-03-27 01:04:10.709542
169.254.169.254,172.28.0.12,,,53,48375,204,1,2024-03-27 01:04:10.710137,0,washingtonpost,17,190,2024-03-27 01:04:10.710137
169.254.169.254,172.28.0.12,,,53,55529,162,1,2024-03-27 01:04:10.747349,0,washingtonpost,17,148,2024-03-27 01:04:10.747349
172.28.0.12,169.254.169.254,,,58826,53,72,1,2024-03-27 01:04:20.279865,0,washingtonpost,17,58,2024-03-27 01:04:20.279865
169.254.169.254,172.28.0.12,,,53,58826,88,1,2024-03-27 01:04:20.297036,0,washingtonpost,17,74,2024-03-27 01:04:20.297036
172.28.0.12,169.254.169.254,,,46798,53,72,1,2024-03-27 01:04:22.312395,0,washingtonpost,17,58,2024-03-27 01:04:22.312395
172.28.0.12,169.254.169.254,,,55959,53,72,1,2024-03-27 01:04:22.312717,0,washingtonpost,17,58,2024-03-27 01:04:22.312717
169.254.169.254,172.28.0.12,,,53,46798,88,1,2024-03-27 01:04:22.312985,0,washingtonpost,17,74,2024-03-27 01:04:22.312985
169.254.169.254,172.28.0.12,,,53,55959,128,1,2024-03-27 01:04:22.356483,0,washingtonpost,17,114,2024-03-27 01:04:22.356483
172.28.0.12,169.254.169.254,,,35587,53,72,1,2024-03-27 01:04:23.540927,0,washingtonpost,17,58,2024-03-27 01:04:23.540927
172.28.0.12,169.254.169.254,,,57927,53,72,1,2024-03-27 01:04:23.540932,0,washingtonpost,17,58,2024-03-27 01:04:23.540932
169.254.169.254,172.28.0.12,,,53,57927,88,1,2024-03-27 01:04:23.541614,0,washingtonpost,17,74,2024-03-27 01:04:23.541614
169.254.169.254,172.28.0.12,,,53,35587,128,1,2024-03-27 01:04:23.541621,0,washingtonpost,17,114,2024-03-27 01:04:23.541621
172.28.0.12,169.254.169.254,,,50490,53,72,1,2024-03-27 01:04:24.729211,0,washingtonpost,17,58,2024-03-27 01:04:24.729211
172.28.0.12,169.254.169.254,,,58813,53,72,1,2024-03-27 01:04:24.729528,0,washingtonpost,17,58,2024-03-27 01:04:24.729528
169.254.169.254,172.28.0.12,,,53,50490,88,1,2024-03-27 01:04:24.729865,0,washingtonpost,17,74,2024-03-27 01:04:24.729865
169.254.169.254,172.28.0.12,,,53,58813,128,1,2024-03-27 01:04:24.729933,0,washingtonpost,17,114,2024-03-27 01:04:24.729933
172.28.0.12,169.254.169.254,,,53692,53,72,1,2024-03-27 01:04:26.006123,0,washingtonpost,17,58,2024-03-27 01:04:26.006123
169.254.169.254,172.28.0.12,,,53,53692,161,1,2024-03-27 01:04:26.051670,0,washingtonpost,17,147,2024-03-27 01:04:26.051670
172.28.0.12,169.254.169.254,,,41205,53,72,1,2024-03-27 01:04:28.069548,0,washingtonpost,17,58,2024-03-27 01:04:28.069548
172.28.0.12,169.254.169.254,,,59380,53,72,1,2024-03-27 01:04:28.069823,0,washingtonpost,17,58,2024-03-27 01:04:28.069823
169.254.169.254,172.28.0.12,,,53,59380,161,1,2024-03-27 01:04:28.070361,0,washingtonpost,17,147,2024-03-27 01:04:28.070361
169.254.169.254,172.28.0.12,,,53,41205,205,1,2024-03-27 01:04:28.136514,0,washingtonpost,17,191,2024-03-27 01:04:28.136514
172.28.0.12,169.254.169.254,,,54057,53,72,1,2024-03-27 01:04:29.787409,0,washingtonpost,17,58,2024-03-27 01:04:29.787409
172.28.0.12,169.254.169.254,,,39709,53,72,1,2024-03-27 01:04:29.787409,0,washingtonpost,17,58,2024-03-27 01:04:29.787409
169.254.169.254,172.28.0.12,,,53,39709,205,1,2024-03-27 01:04:29.788010,0,washingtonpost,17,191,2024-03-27 01:04:29.788010
169.254.169.254,172.28.0.12,,,53,54057,161,1,2024-03-27 01:04:29.788048,0,washingtonpost,17,147,2024-03-27 01:04:29.788048
172.28.0.12,169.254.169.254,,,58094,53,72,1,2024-03-27 01:04:31.207110,0,washingtonpost,17,58,2024-03-27 01:04:31.207110
172.28.0.12,169.254.169.254,,,36430,53,72,1,2024-03-27 01:04:31.207198,0,washingtonpost,17,58,2024-03-27 01:04:31.207198
169.254.169.254,172.28.0.12,,,53,58094,205,1,2024-03-27 01:04:31.207792,0,washingtonpost,17,191,2024-03-27 01:04:31.207792
169.254.169.254,172.28.0.12,,,53,36430,161,1,2024-03-27 01:04:31.207796,0,washingtonpost,17,147,2024-03-27 01:04:31.207796
172.28.0.12,169.254.169.254,,,57651,53,80,1,2024-03-27 01:04:32.618008,0,washingtonpost,17,66,2024-03-27 01:04:32.618008
169.254.169.254,172.28.0.12,,,53,57651,179,1,2024-03-27 01:04:32.657554,0,washingtonpost,17,165,2024-03-27 01:04:32.657554
172.28.0.12,169.254.169.254,,,42995,53,80,1,2024-03-27 01:04:34.675215,0,washingtonpost,17,66,2024-03-27 01:04:34.675215
172.28.0.12,169.254.169.254,,,39011,53,80,1,2024-03-27 01:04:34.675234,0,washingtonpost,17,66,2024-03-27 01:04:34.675234
169.254.169.254,172.28.0.12,,,53,39011,179,1,2024-03-27 01:04:34.675922,0,washingtonpost,17,165,2024-03-27 01:04:34.675922
169.254.169.254,172.28.0.12,,,53,42995,275,1,2024-03-27 01:04:34.854897,0,washingtonpost,17,261,2024-03-27 01:04:34.854897
172.28.0.12,169.254.169.254,,,51552,53,80,1,2024-03-27 01:04:36.000058,0,washingtonpost,17,66,2024-03-27 01:04:36.000058
172.28.0.12,169.254.169.254,,,49505,53,80,1,2024-03-27 01:04:36.000118,0,washingtonpost,17,66,2024-03-27 01:04:36.000118
169.254.169.254,172.28.0.12,,,53,49505,179,1,2024-03-27 01:04:36.000752,0,washingtonpost,17,165,2024-03-27 01:04:36.000752
169.254.169.254,172.28.0.12,,,53,51552,275,1,2024-03-27 01:04:36.000756,0,washingtonpost,17,261,2024-03-27 01:04:36.000756
172.28.0.12,169.254.169.254,,,47000,53,80,1,2024-03-27 01:04:37.177400,0,washingtonpost,17,66,2024-03-27 01:04:37.177400
172.28.0.12,169.254.169.254,,,43357,53,80,1,2024-03-27 01:04:37.177601,0,washingtonpost,17,66,2024-03-27 01:04:37.177601
169.254.169.254,172.28.0.12,,,53,47000,275,1,2024-03-27 01:04:37.178063,0,washingtonpost,17,261,2024-03-27 01:04:37.178063
169.254.169.254,172.28.0.12,,,53,43357,179,1,2024-03-27 01:04:37.178117,0,washingtonpost,17,165,2024-03-27 01:04:37.178117
172.28.0.12,169.254.169.254,,,43554,53,77,1,2024-03-27 01:04:38.403638,0,washingtonpost,17,63,2024-03-27 01:04:38.403638
169.254.169.254,172.28.0.12,,,53,43554,184,1,2024-03-27 01:04:38.474113,0,washingtonpost,17,170,2024-03-27 01:04:38.474113
172.28.0.12,169.254.169.254,,,35694,53,77,1,2024-03-27 01:04:40.489755,0,washingtonpost,17,63,2024-03-27 01:04:40.489755
172.28.0.12,169.254.169.254,,,33627,53,77,1,2024-03-27 01:04:40.489755,0,washingtonpost,17,63,2024-03-27 01:04:40.489755
169.254.169.254,172.28.0.12,,,53,35694,184,1,2024-03-27 01:04:40.490324,0,washingtonpost,17,170,2024-03-27 01:04:40.490324
169.254.169.254,172.28.0.12,,,53,33627,344,1,2024-03-27 01:04:40.556942,0,washingtonpost,17,330,2024-03-27 01:04:40.556942
172.28.0.12,169.254.169.254,,,43105,53,77,1,2024-03-27 01:04:42.182787,0,washingtonpost,17,63,2024-03-27 01:04:42.182787
172.28.0.12,169.254.169.254,,,51556,53,77,1,2024-03-27 01:04:42.182787,0,washingtonpost,17,63,2024-03-27 01:04:42.182787
169.254.169.254,172.28.0.12,,,53,51556,184,1,2024-03-27 01:04:42.183416,0,washingtonpost,17,170,2024-03-27 01:04:42.183416
169.254.169.254,172.28.0.12,,,53,43105,344,1,2024-03-27 01:04:42.183489,0,washingtonpost,17,330,2024-03-27 01:04:42.183489
172.28.0.12,169.254.169.254,,,35796,53,77,1,2024-03-27 01:04:43.332787,0,washingtonpost,17,63,2024-03-27 01:04:43.332787
172.28.0.12,169.254.169.254,,,32880,53,77,1,2024-03-27 01:04:43.332786,0,washingtonpost,17,63,2024-03-27 01:04:43.332786
169.254.169.254,172.28.0.12,,,53,32880,184,1,2024-03-27 01:04:43.333416,0,washingtonpost,17,170,2024-03-27 01:04:43.333416
169.254.169.254,172.28.0.12,,,53,35796,344,1,2024-03-27 01:04:43.333418,0,washingtonpost,17,330,2024-03-27 01:04:43.333418
172.28.0.12,169.254.169.254,,,52915,53,70,1,2024-03-27 01:04:44.519760,0,washingtonpost,17,56,2024-03-27 01:04:44.519760
169.254.169.254,172.28.0.12,,,53,52915,123,1,2024-03-27 01:04:45.556828,0,washingtonpost,17,109,2024-03-27 01:04:45.556828
172.28.0.12,169.254.169.254,,,41525,53,70,1,2024-03-27 01:04:47.573088,0,washingtonpost,17,56,2024-03-27 01:04:47.573088
172.28.0.12,169.254.169.254,,,42579,53,70,1,2024-03-27 01:04:47.573332,0,washingtonpost,17,56,2024-03-27 01:04:47.573332
169.254.169.254,172.28.0.12,,,53,41525,123,1,2024-03-27 01:04:47.573725,0,washingtonpost,17,109,2024-03-27 01:04:47.573725
169.254.169.254,172.28.0.12,,,53,42579,156,1,2024-03-27 01:04:48.744201,0,washingtonpost,17,142,2024-03-27 01:04:48.744201
172.28.0.12,169.254.169.254,,,47496,53,70,1,2024-03-27 01:04:50.951406,0,washingtonpost,17,56,2024-03-27 01:04:50.951406
172.28.0.12,169.254.169.254,,,53432,53,70,1,2024-03-27 01:04:50.951406,0,washingtonpost,17,56,2024-03-27 01:04:50.951406
169.254.169.254,172.28.0.12,,,53,47496,156,1,2024-03-27 01:04:50.952036,0,washingtonpost,17,142,2024-03-27 01:04:50.952036
169.254.169.254,172.28.0.12,,,53,53432,123,1,2024-03-27 01:04:50.952036,0,washingtonpost,17,109,2024-03-27 01:04:50.952036
172.28.0.12,169.254.169.254,,,59819,53,70,1,2024-03-27 01:04:53.116807,0,washingtonpost,17,56,2024-03-27 01:04:53.116807
172.28.0.12,169.254.169.254,,,44691,53,70,1,2024-03-27 01:04:53.117058,0,washingtonpost,17,56,2024-03-27 01:04:53.117058
169.254.169.254,172.28.0.12,,,53,59819,123,1,2024-03-27 01:04:53.117405,0,washingtonpost,17,109,2024-03-27 01:04:53.117405
169.254.169.254,172.28.0.12,,,53,44691,156,1,2024-03-27 01:04:53.117480,0,washingtonpost,17,142,2024-03-27 01:04:53.117480
172.28.0.12,169.254.169.254,,,60782,53,74,1,2024-03-27 01:04:55.325212,0,washingtonpost,17,60,2024-03-27 01:04:55.325212
169.254.169.254,172.28.0.12,,,53,60782,90,1,2024-03-27 01:04:55.369532,0,washingtonpost,17,76,2024-03-27 01:04:55.369532
172.28.0.12,169.254.169.254,,,49065,53,74,1,2024-03-27 01:04:57.384740,0,washingtonpost,17,60,2024-03-27 01:04:57.384740
172.28.0.12,169.254.169.254,,,51439,53,74,1,2024-03-27 01:04:57.384736,0,washingtonpost,17,60,2024-03-27 01:04:57.384736
169.254.169.254,172.28.0.12,,,53,51439,90,1,2024-03-27 01:04:57.385417,0,washingtonpost,17,76,2024-03-27 01:04:57.385417
