address_a,address_b,port_a,port_b,bytes,packets,start,duration,label,ip.proto,ip.len,frame.time
23.51.48.120,192.168.1.54,443,51946,1514,1,2024-03-25 05:38:20.779703,0,abcnetau,6,1500,2024-03-25 05:38:20.779703
23.51.48.120,192.168.1.54,443,51946,1514,1,2024-03-25 05:38:20.779706,0,abcnetau,6,1500,2024-03-25 05:38:20.779706
23.51.48.120,192.168.1.54,443,51946,1514,1,2024-03-25 05:38:20.779710,0,abcnetau,6,1500,2024-03-25 05:38:20.779710
23.51.48.120,192.168.1.54,443,51946,1514,1,2024-03-25 05:38:20.779713,0,abcnetau,6,1500,2024-03-25 05:38:20.779713
23.51.48.120,192.168.1.54,443,51946,1514,1,2024-03-25 05:38:20.779716,0,abcnetau,6,1500,2024-03-25 05:38:20.779716
23.51.48.120,192.168.1.54,443,51946,1514,1,2024-03-25 05:38:20.779719,0,abcnetau,6,1500,2024-03-25 05:38:20.779719
23.51.48.120,192.168.1.54,443,51946,354,1,2024-03-25 05:38:20.779722,0,abcnetau,6,340,2024-03-25 05:38:20.779722
192.168.1.54,23.51.48.120,51946,443,66,1,2024-03-25 05:38:20.779854,0,abcnetau,6,52,2024-03-25 05:38:20.779854
192.168.1.54,23.51.48.120,51946,443,66,1,2024-03-25 05:38:20.779931,0,abcnetau,6,52,2024-03-25 05:38:20.779931
192.168.1.54,23.51.48.120,51946,443,66,1,2024-03-25 05:38:20.780053,0,abcnetau,6,52,2024-03-25 05:38:20.780053
23.51.48.120,192.168.1.54,443,51946,1514,1,2024-03-25 05:38:20.787328,0,abcnetau,6,1500,2024-03-25 05:38:20.787328
23.51.48.120,192.168.1.54,443,51946,1514,1,2024-03-25 05:38:20.787339,0,abcnetau,6,1500,2024-03-25 05:38:20.787339
23.51.48.120,192.168.1.54,443,51946,1514,1,2024-03-25 05:38:20.787344,0,abcnetau,6,1500,2024-03-25 05:38:20.787344
23.51.48.120,192.168.1.54,443,51946,1514,1,2024-03-25 05:38:20.787348,0,abcnetau,6,1500,2024-03-25 05:38:20.787348
23.51.48.120,192.168.1.54,443,51946,1514,1,2024-03-25 05:38:20.787353,0,abcnetau,6,1500,2024-03-25 05:38:20.787353
23.51.48.120,192.168.1.54,443,51946,1514,1,2024-03-25 05:38:20.787357,0,abcnetau,6,1500,2024-03-25 05:38:20.787357
23.51.48.120,192.168.1.54,443,51946,1514,1,2024-03-25 05:38:20.787362,0,abcnetau,6,1500,2024-03-25 05:38:20.787362
23.51.48.120,192.168.1.54,443,51946,1514,1,2024-03-25 05:38:20.787366,0,abcnetau,6,1500,2024-03-25 05:38:20.787366
23.51.48.120,192.168.1.54,443,51946,1514,1,2024-03-25 05:38:20.787370,0,abcnetau,6,1500,2024-03-25 05:38:20.787370
23.51.48.120,192.168.1.54,443,51946,1514,1,2024-03-25 05:38:20.787374,0,abcnetau,6,1500,2024-03-25 05:38:20.787374
23.51.48.120,192.168.1.54,443,51946,1514,1,2024-03-25 05:38:20.787378,0,abcnetau,6,1500,2024-03-25 05:38:20.787378
23.51.48.120,192.168.1.54,443,51946,544,1,2024-03-25 05:38:20.787382,0,abcnetau,6,530,2024-03-25 05:38:20.787382
23.51.48.120,192.168.1.54,443,51946,1514,1,2024-03-25 05:38:20.787389,0,abcnetau,6,1500,2024-03-25 05:38:20.787389
23.51.48.120,192.168.1.54,443,51946,1514,1,2024-03-25 05:38:20.787393,0,abcnetau,6,1500,2024-03-25 05:38:20.787393
23.51.48.120,192.168.1.54,443,51946,1514,1,2024-03-25 05:38:20.787397,0,abcnetau,6,1500,2024-03-25 05:38:20.787397
23.51.48.120,192.168.1.54,443,51946,1514,1,2024-03-25 05:38:20.787401,0,abcnetau,6,1500,2024-03-25 05:38:20.787401
23.51.48.120,192.168.1.54,443,51946,1514,1,2024-03-25 05:38:20.787405,0,abcnetau,6,1500,2024-03-25 05:38:20.787405
23.51.48.120,192.168.1.54,443,51946,1514,1,2024-03-25 05:38:20.787409,0,abcnetau,6,1500,2024-03-25 05:38:20.787409
23.51.48.120,192.168.1.54,443,51946,1514,1,2024-03-25 05:38:20.787413,0,abcnetau,6,1500,2024-03-25 05:38:20.787413
23.51.48.120,192.168.1.54,443,51946,1514,1,2024-03-25 05:38:20.787417,0,abcnetau,6,1500,2024-03-25 05:38:20.787417
23.51.48.120,192.168.1.54,443,51946,1514,1,2024-03-25 05:38:20.787421,0,abcnetau,6,1500,2024-03-25 05:38:20.787421
192.168.1.54,23.51.48.120,51946,443,66,1,2024-03-25 05:38:20.787531,0,abcnetau,6,52,2024-03-25 05:38:20.787531
192.168.1.54,23.51.48.120,51946,443,66,1,2024-03-25 05:38:20.787615,0,abcnetau,6,52,2024-03-25 05:38:20.787615
192.168.1.54,23.51.48.120,51946,443,66,1,2024-03-25 05:38:20.787688,0,abcnetau,6,52,2024-03-25 05:38:20.787688
23.51.48.120,192.168.1.54,443,51946,1514,1,2024-03-25 05:38:20.788962,0,abcnetau,6,1500,2024-03-25 05:38:20.788962
23.51.48.120,192.168.1.54,443,51946,1514,1,2024-03-25 05:38:20.788969,0,abcnetau,6,1500,2024-03-25 05:38:20.788969
23.51.48.120,192.168.1.54,443,51946,1514,1,2024-03-25 05:38:20.788974,0,abcnetau,6,1500,2024-03-25 05:38:20.788974
23.51.48.120,192.168.1.54,443,51946,1514,1,2024-03-25 05:38:20.788977,0,abcnetau,6,1500,2024-03-25 05:38:20.788977
23.51.48.120,192.168.1.54,443,51946,1514,1,2024-03-25 05:38:20.788981,0,abcnetau,6,1500,2024-03-25 05:38:20.788981
23.51.48.120,192.168.1.54,443,51946,1514,1,2024-03-25 05:38:20.788985,0,abcnetau,6,1500,2024-03-25 05:38:20.788985
23.51.48.120,192.168.1.54,443,51946,1514,1,2024-03-25 05:38:20.788989,0,abcnetau,6,1500,2024-03-25 05:38:20.788989
23.51.48.120,192.168.1.54,443,51946,1514,1,2024-03-25 05:38:20.788993,0,abcnetau,6,1500,2024-03-25 05:38:20.788993
23.51.48.120,192.168.1.54,443,51946,1514,1,2024-03-25 05:38:20.788997,0,abcnetau,6,1500,2024-03-25 05:38:20.788997
23.51.48.120,192.168.1.54,443,51946,1514,1,2024-03-25 05:38:20.789000,0,abcnetau,6,1500,2024-03-25 05:38:20.789000
23.51.48.120,192.168.1.54,443,51946,1514,1,2024-03-25 05:38:20.789004,0,abcnetau,6,1500,2024-03-25 05:38:20.789004
23.51.48.120,192.168.1.54,443,51946,1514,1,2024-03-25 05:38:20.789008,0,abcnetau,6,1500,2024-03-25 05:38:20.789008
23.51.48.120,192.168.1.54,443,51946,1514,1,2024-03-25 05:38:20.789012,0,abcnetau,6,1500,2024-03-25 05:38:20.789012
23.51.48.120,192.168.1.54,443,51946,1514,1,2024-03-25 05:38:20.789017,0,abcnetau,6,1500,2024-03-25 05:38:20.789017
23.51.48.120,192.168.1.54,443,51946,1514,1,2024-03-25 05:38:20.789021,0,abcnetau,6,1500,2024-03-25 05:38:20.789021
23.51.48.120,192.168.1.54,443,51946,1514,1,2024-03-25 05:38:20.789025,0,abcnetau,6,1500,2024-03-25 05:38:20.789025
23.51.48.120,192.168.1.54,443,51946,1514,1,2024-03-25 05:38:20.789029,0,abcnetau,6,1500,2024-03-25 05:38:20.789029
23.51.48.120,192.168.1.54,443,51946,1514,1,2024-03-25 05:38:20.789033,0,abcnetau,6,1500,2024-03-25 05:38:20.789033
192.168.1.54,23.51.48.120,51946,443,66,1,2024-03-25 05:38:20.789122,0,abcnetau,6,52,2024-03-25 05:38:20.789122
192.168.1.54,23.51.48.120,51946,443,66,1,2024-03-25 05:38:20.789166,0,abcnetau,6,52,2024-03-25 05:38:20.789166
192.168.1.54,23.51.48.120,51946,443,66,1,2024-03-25 05:38:20.789321,0,abcnetau,6,52,2024-03-25 05:38:20.789321
23.51.48.120,192.168.1.54,443,51946,1514,1,2024-03-25 05:38:20.790889,0,abcnetau,6,1500,2024-03-25 05:38:20.790889
23.51.48.120,192.168.1.54,443,51946,1514,1,2024-03-25 05:38:20.790897,0,abcnetau,6,1500,2024-03-25 05:38:20.790897
23.51.48.120,192.168.1.54,443,51946,1514,1,2024-03-25 05:38:20.790901,0,abcnetau,6,1500,2024-03-25 05:38:20.790901
23.51.48.120,192.168.1.54,443,51946,1514,1,2024-03-25 05:38:20.790905,0,abcnetau,6,1500,2024-03-25 05:38:20.790905
23.51.48.120,192.168.1.54,443,51946,1514,1,2024-03-25 05:38:20.790908,0,abcnetau,6,1500,2024-03-25 05:38:20.790908
23.51.48.120,192.168.1.54,443,51946,1514,1,2024-03-25 05:38:20.790912,0,abcnetau,6,1500,2024-03-25 05:38:20.790912
23.51.48.120,192.168.1.54,443,51946,1514,1,2024-03-25 05:38:20.790916,0,abcnetau,6,1500,2024-03-25 05:38:20.790916
23.51.48.120,192.168.1.54,443,51946,1514,1,2024-03-25 05:38:20.790920,0,abcnetau,6,1500,2024-03-25 05:38:20.790920
23.51.48.120,192.168.1.54,443,51946,1514,1,2024-03-25 05:38:20.790924,0,abcnetau,6,1500,2024-03-25 05:38:20.790924
23.51.48.120,192.168.1.54,443,51946,1514,1,2024-03-25 05:38:20.790928,0,abcnetau,6,1500,2024-03-25 05:38:20.790928
23.51.48.120,192.168.1.54,443,51946,1514,1,2024-03-25 05:38:20.790932,0,abcnetau,6,1500,2024-03-25 05:38:20.790932
23.51.48.120,192.168.1.54,443,51946,1514,1,2024-03-25 05:38:20.790936,0,abcnetau,6,1500,2024-03-25 05:38:20.790936
23.51.48.120,192.168.1.54,443,51946,1514,1,2024-03-25 05:38:20.790940,0,abcnetau,6,1500,2024-03-25 05:38:20.790940
23.51.48.120,192.168.1.54,443,51946,1514,1,2024-03-25 05:38:20.790944,0,abcnetau,6,1500,2024-03-25 05:38:20.790944
23.51.48.120,192.168.1.54,443,51946,1514,1,2024-03-25 05:38:20.790948,0,abcnetau,6,1500,2024-03-25 05:38:20.790948
23.51.48.120,192.168.1.54,443,51946,1514,1,2024-03-25 05:38:20.790953,0,abcnetau,6,1500,2024-03-25 05:38:20.790953
23.51.48.120,192.168.1.54,443,51946,1514,1,2024-03-25 05:38:20.790957,0,abcnetau,6,1500,2024-03-25 05:38:20.790957
23.51.48.120,192.168.1.54,443,51946,1514,1,2024-03-25 05:38:20.790960,0,abcnetau,6,1500,2024-03-25 05:38:20.790960
192.168.1.54,23.51.48.120,51946,443,66,1,2024-03-25 05:38:20.791042,0,abcnetau,6,52,2024-03-25 05:38:20.791042
192.168.1.54,23.51.48.120,51946,443,66,1,2024-03-25 05:38:20.791100,0,abcnetau,6,52,2024-03-25 05:38:20.791100
192.168.1.54,23.51.48.120,51946,443,66,1,2024-03-25 05:38:20.791227,0,abcnetau,6,52,2024-03-25 05:38:20.791227
23.51.48.120,192.168.1.54,443,51946,1514,1,2024-03-25 05:38:20.792333,0,abcnetau,6,1500,2024-03-25 05:38:20.792333
23.51.48.120,192.168.1.54,443,51946,1514,1,2024-03-25 05:38:20.792338,0,abcnetau,6,1500,2024-03-25 05:38:20.792338
23.51.48.120,192.168.1.54,443,51946,1514,1,2024-03-25 05:38:20.792340,0,abcnetau,6,1500,2024-03-25 05:38:20.792340
23.51.48.120,192.168.1.54,443,51946,1514,1,2024-03-25 05:38:20.792343,0,abcnetau,6,1500,2024-03-25 05:38:20.792343
23.51.48.120,192.168.1.54,443,51946,1514,1,2024-03-25 05:38:20.792356,0,abcnetau,6,1500,2024-03-25 05:38:20.792356
23.51.48.120,192.168.1.54,443,51946,1514,1,2024-03-25 05:38:20.792359,0,abcnetau,6,1500,2024-03-25 05:38:20.792359
23.51.48.120,192.168.1.54,443,51946,1514,1,2024-03-25 05:38:20.792362,0,abcnetau,6,1500,2024-03-25 05:38:20.792362
23.51.48.120,192.168.1.54,443,51946,1514,1,2024-03-25 05:38:20.792365,0,abcnetau,6,1500,2024-03-25 05:38:20.792365
23.51.48.120,192.168.1.54,443,51946,1514,1,2024-03-25 05:38:20.792367,0,abcnetau,6,1500,2024-03-25 05:38:20.792367
23.51.48.120,192.168.1.54,443,51946,1514,1,2024-03-25 05:38:20.792370,0,abcnetau,6,1500,2024-03-25 05:38:20.792370
23.51.48.120,192.168.1.54,443,51946,1514,1,2024-03-25 05:38:20.792373,0,abcnetau,6,1500,2024-03-25 05:38:20.792373
23.51.48.120,192.168.1.54,443,51946,1514,1,2024-03-25 05:38:20.792376,0,abcnetau,6,1500,2024-03-25 05:38:20.792376
23.51.48.120,192.168.1.54,443,51946,1514,1,2024-03-25 05:38:20.792378,0,abcnetau,6,1500,2024-03-25 05:38:20.792378
23.51.48.120,192.168.1.54,443,51946,1514,1,2024-03-25 05:38:20.792381,0,abcnetau,6,1500,2024-03-25 05:38:20.792381
23.51.48.120,192.168.1.54,443,51946,1514,1,2024-03-25 05:38:20.792384,0,abcnetau,6,1500,2024-03-25 05:38:20.792384
23.51.48.120,192.168.1.54,443,51946,1514,1,2024-03-25 05:38:20.792387,0,abcnetau,6,1500,2024-03-25 05:38:20.792387
23.51.48.120,192.168.1.54,443,51946,1514,1,2024-03-25 05:38:20.792389,0,abcnetau,6,1500,2024-03-25 05:38:20.792389
23.51.48.120,192.168.1.54,443,51946,1514,1,2024-03-25 05:38:20.792392,0,abcnetau,6,1500,2024-03-25 05:38:20.792392
192.168.1.54,23.51.48.120,51946,443,66,1,2024-03-25 05:38:20.792464,0,abcnetau,6,52,2024-03-25 05:38:20.792464
192.168.1.54,23.51.48.120,51946,443,66,1,2024-03-25 05:38:20.792497,0,abcnetau,6,52,2024-03-25 05:38:20.792497
192.168.1.54,23.51.48.120,51946,443,66,1,2024-03-25 05:38:20.792552,0,abcnetau,6,52,2024-03-25 05:38:20.792552
23.51.48.120,192.168.1.54,443,51946,1514,1,2024-03-25 05:38:20.794240,0,abcnetau,6,1500,2024-03-25 05:38:20.794240
23.51.48.120,192.168.1.54,443,51946,1514,1,2024-03-25 05:38:20.794244,0,abcnetau,6,1500,2024-03-25 05:38:20.794244
23.51.48.120,192.168.1.54,443,51946,1514,1,2024-03-25 05:38:20.794246,0,abcnetau,6,1500,2024-03-25 05:38:20.794246
23.51.48.120,192.168.1.54,443,51946,1514,1,2024-03-25 05:38:20.794248,0,abcnetau,6,1500,2024-03-25 05:38:20.794248
23.51.48.120,192.168.1.54,443,51946,1514,1,2024-03-25 05:38:20.794249,0,abcnetau,6,1500,2024-03-25 05:38:20.794249
23.51.48.120,192.168.1.54,443,51946,1514,1,2024-03-25 05:38:20.794251,0,abcnetau,6,1500,2024-03-25 05:38:20.794251
23.51.48.120,192.168.1.54,443,51946,1514,1,2024-03-25 05:38:20.794253,0,abcnetau,6,1500,2024-03-25 05:38:20.794253
23.51.48.120,192.168.1.54,443,51946,1514,1,2024-03-25 05:38:20.794255,0,abcnetau,6,1500,2024-03-25 05:38:20.794255
23.51.48.120,192.168.1.54,443,51946,1514,1,2024-03-25 05:38:20.794256,0,abcnetau,6,1500,2024-03-25 05:38:20.794256
192.168.1.54,23.51.48.120,51946,443,66,1,2024-03-25 05:38:20.794308,0,abcnetau,6,52,2024-03-25 05:38:20.794308
192.168.1.54,23.51.48.120,51946,443,66,1,2024-03-25 05:38:20.794387,0,abcnetau,6,52,2024-03-25 05:38:20.794387
23.51.48.120,192.168.1.54,443,51946,1514,1,2024-03-25 05:38:20.795425,0,abcnetau,6,1500,2024-03-25 05:38:20.795425
23.51.48.120,192.168.1.54,443,51946,1514,1,2024-03-25 05:38:20.795428,0,abcnetau,6,1500,2024-03-25 05:38:20.795428
23.51.48.120,192.168.1.54,443,51946,1514,1,2024-03-25 05:38:20.795430,0,abcnetau,6,1500,2024-03-25 05:38:20.795430
23.51.48.120,192.168.1.54,443,51946,1514,1,2024-03-25 05:38:20.795432,0,abcnetau,6,1500,2024-03-25 05:38:20.795432
23.51.48.120,192.168.1.54,443,51946,1514,1,2024-03-25 05:38:20.795433,0,abcnetau,6,1500,2024-03-25 05:38:20.795433
23.51.48.120,192.168.1.54,443,51946,386,1,2024-03-25 05:38:20.795435,0,abcnetau,6,372,2024-03-25 05:38:20.795435
192.168.1.54,23.51.48.120,51946,443,66,1,2024-03-25 05:38:20.795463,0,abcnetau,6,52,2024-03-25 05:38:20.795463
192.168.1.54,23.51.48.120,51946,443,66,1,2024-03-25 05:38:20.795543,0,abcnetau,6,52,2024-03-25 05:38:20.795543
192.168.1.54,23.51.48.120,51946,443,90,1,2024-03-25 05:38:20.795608,0,abcnetau,6,76,2024-03-25 05:38:20.795608
192.168.1.54,23.51.48.120,51946,443,66,1,2024-03-25 05:38:20.796329,0,abcnetau,6,52,2024-03-25 05:38:20.796329
23.51.48.120,192.168.1.54,443,51946,90,1,2024-03-25 05:38:20.801235,0,abcnetau,6,76,2024-03-25 05:38:20.801235
23.51.48.120,192.168.1.54,443,51946,66,1,2024-03-25 05:38:20.801241,0,abcnetau,6,52,2024-03-25 05:38:20.801241
23.51.48.120,192.168.1.54,443,51946,66,1,2024-03-25 05:38:20.801243,0,abcnetau,6,52,2024-03-25 05:38:20.801243
192.168.1.54,23.51.48.120,51946,443,54,1,2024-03-25 05:38:20.801395,0,abcnetau,6,40,2024-03-25 05:38:20.801395
192.168.1.54,23.51.48.120,51946,443,54,1,2024-03-25 05:38:20.801454,0,abcnetau,6,40,2024-03-25 05:38:20.801454
192.168.1.54,23.51.48.120,51947,443,78,1,2024-03-25 05:38:21.826673,0,abcnetau,6,64,2024-03-25 05:38:21.826673
23.51.48.120,192.168.1.54,443,51947,74,1,2024-03-25 05:38:21.838894,0,abcnetau,6,60,2024-03-25 05:38:21.838894
192.168.1.54,23.51.48.120,51947,443,66,1,2024-03-25 05:38:21.839037,0,abcnetau,6,52,2024-03-25 05:38:21.839037
192.168.1.54,23.51.48.120,51947,443,390,1,2024-03-25 05:38:21.839333,0,abcnetau,6,376,2024-03-25 05:38:21.839333
23.51.48.120,192.168.1.54,443,51947,66,1,2024-03-25 05:38:21.853507,0,abcnetau,6,52,2024-03-25 05:38:21.853507
23.51.48.120,192.168.1.54,443,51947,1514,1,2024-03-25 05:38:21.853519,0,abcnetau,6,1500,2024-03-25 05:38:21.853519
23.51.48.120,192.168.1.54,443,51947,1514,1,2024-03-25 05:38:21.853524,0,abcnetau,6,1500,2024-03-25 05:38:21.853524
23.51.48.120,192.168.1.54,443,51947,1266,1,2024-03-25 05:38:21.853527,0,abcnetau,6,1252,2024-03-25 05:38:21.853527
23.51.48.120,192.168.1.54,443,51947,162,1,2024-03-25 05:38:21.853531,0,abcnetau,6,148,2024-03-25 05:38:21.853531
192.168.1.54,23.51.48.120,51947,443,66,1,2024-03-25 05:38:21.853680,0,abcnetau,6,52,2024-03-25 05:38:21.853680
192.168.1.54,23.51.48.120,51947,443,66,1,2024-03-25 05:38:21.854987,0,abcnetau,6,52,2024-03-25 05:38:21.854987
192.168.1.54,23.51.48.120,51947,443,72,1,2024-03-25 05:38:21.855042,0,abcnetau,6,58,2024-03-25 05:38:21.855042
192.168.1.54,23.51.48.120,51947,443,124,1,2024-03-25 05:38:21.855068,0,abcnetau,6,110,2024-03-25 05:38:21.855068
192.168.1.54,23.51.48.120,51947,443,152,1,2024-03-25 05:38:21.855183,0,abcnetau,6,138,2024-03-25 05:38:21.855183
192.168.1.54,23.51.48.120,51947,443,128,1,2024-03-25 05:38:21.855233,0,abcnetau,6,114,2024-03-25 05:38:21.855233
23.51.48.120,192.168.1.54,443,51947,66,1,2024-03-25 05:38:21.862244,0,abcnetau,6,52,2024-03-25 05:38:21.862244
23.51.48.120,192.168.1.54,443,51947,337,1,2024-03-25 05:38:21.862253,0,abcnetau,6,323,2024-03-25 05:38:21.862253
23.51.48.120,192.168.1.54,443,51947,337,1,2024-03-25 05:38:21.862256,0,abcnetau,6,323,2024-03-25 05:38:21.862256
23.51.48.120,192.168.1.54,443,51947,127,1,2024-03-25 05:38:21.862260,0,abcnetau,6,113,2024-03-25 05:38:21.862260
23.51.48.120,192.168.1.54,443,51947,97,1,2024-03-25 05:38:21.862264,0,abcnetau,6,83,2024-03-25 05:38:21.862264
192.168.1.54,23.51.48.120,51947,443,66,1,2024-03-25 05:38:21.862387,0,abcnetau,6,52,2024-03-25 05:38:21.862387
192.168.1.54,23.51.48.120,51947,443,66,1,2024-03-25 05:38:21.862467,0,abcnetau,6,52,2024-03-25 05:38:21.862467
192.168.1.54,23.51.48.120,51947,443,97,1,2024-03-25 05:38:21.862530,0,abcnetau,6,83,2024-03-25 05:38:21.862530
23.51.48.120,192.168.1.54,443,51947,66,1,2024-03-25 05:38:21.872096,0,abcnetau,6,52,2024-03-25 05:38:21.872096
23.51.48.120,192.168.1.54,443,51947,572,1,2024-03-25 05:38:21.880072,0,abcnetau,6,558,2024-03-25 05:38:21.880072
23.51.48.120,192.168.1.54,443,51947,1514,1,2024-03-25 05:38:21.880080,0,abcnetau,6,1500,2024-03-25 05:38:21.880080
23.51.48.120,192.168.1.54,443,51947,1514,1,2024-03-25 05:38:21.880085,0,abcnetau,6,1500,2024-03-25 05:38:21.880085
23.51.48.120,192.168.1.54,443,51947,1514,1,2024-03-25 05:38:21.880089,0,abcnetau,6,1500,2024-03-25 05:38:21.880089
23.51.48.120,192.168.1.54,443,51947,1514,1,2024-03-25 05:38:21.880093,0,abcnetau,6,1500,2024-03-25 05:38:21.880093
23.51.48.120,192.168.1.54,443,51947,1514,1,2024-03-25 05:38:21.880097,0,abcnetau,6,1500,2024-03-25 05:38:21.880097
23.51.48.120,192.168.1.54,443,51947,1514,1,2024-03-25 05:38:21.880102,0,abcnetau,6,1500,2024-03-25 05:38:21.880102
23.51.48.120,192.168.1.54,443,51947,1514,1,2024-03-25 05:38:21.880106,0,abcnetau,6,1500,2024-03-25 05:38:21.880106
23.51.48.120,192.168.1.54,443,51947,1514,1,2024-03-25 05:38:21.880110,0,abcnetau,6,1500,2024-03-25 05:38:21.880110
23.51.48.120,192.168.1.54,443,51947,1514,1,2024-03-25 05:38:21.880114,0,abcnetau,6,1500,2024-03-25 05:38:21.880114
23.51.48.120,192.168.1.54,443,51947,1514,1,2024-03-25 05:38:21.880119,0,abcnetau,6,1500,2024-03-25 05:38:21.880119
23.51.48.120,192.168.1.54,443,51947,1514,1,2024-03-25 05:38:21.880123,0,abcnetau,6,1500,2024-03-25 05:38:21.880123
23.51.48.120,192.168.1.54,443,51947,1514,1,2024-03-25 05:38:21.880126,0,abcnetau,6,1500,2024-03-25 05:38:21.880126
192.168.1.54,23.51.48.120,51947,443,66,1,2024-03-25 05:38:21.880283,0,abcnetau,6,52,2024-03-25 05:38:21.880283
192.168.1.54,23.51.48.120,51947,443,66,1,2024-03-25 05:38:21.880393,0,abcnetau,6,52,2024-03-25 05:38:21.880393
192.168.1.54,23.51.48.120,51947,443,66,1,2024-03-25 05:38:21.880678,0,abcnetau,6,52,2024-03-25 05:38:21.880678
23.51.48.120,192.168.1.54,443,51947,1514,1,2024-03-25 05:38:21.881683,0,abcnetau,6,1500,2024-03-25 05:38:21.881683
23.51.48.120,192.168.1.54,443,51947,1514,1,2024-03-25 05:38:21.881686,0,abcnetau,6,1500,2024-03-25 05:38:21.881686
23.51.48.120,192.168.1.54,443,51947,1514,1,2024-03-25 05:38:21.881688,0,abcnetau,6,1500,2024-03-25 05:38:21.881688
23.51.48.120,192.168.1.54,443,51947,1514,1,2024-03-25 05:38:21.881690,0,abcnetau,6,1500,2024-03-25 05:38:21.881690
23.51.48.120,192.168.1.54,443,51947,1514,1,2024-03-25 05:38:21.881695,0,abcnetau,6,1500,2024-03-25 05:38:21.881695
23.51.48.120,192.168.1.54,443,51947,1514,1,2024-03-25 05:38:21.881699,0,abcnetau,6,1500,2024-03-25 05:38:21.881699
23.51.48.120,192.168.1.54,443,51947,1514,1,2024-03-25 05:38:21.881703,0,abcnetau,6,1500,2024-03-25 05:38:21.881703
192.168.1.54,23.51.48.120,51947,443,66,1,2024-03-25 05:38:21.881822,0,abcnetau,6,52,2024-03-25 05:38:21.881822
192.168.1.54,23.51.48.120,51947,443,66,1,2024-03-25 05:38:21.881942,0,abcnetau,6,52,2024-03-25 05:38:21.881942
23.51.48.120,192.168.1.54,443,51947,1514,1,2024-03-25 05:38:21.888163,0,abcnetau,6,1500,2024-03-25 05:38:21.888163
23.51.48.120,192.168.1.54,443,51947,1514,1,2024-03-25 05:38:21.888172,0,abcnetau,6,1500,2024-03-25 05:38:21.888172
23.51.48.120,192.168.1.54,443,51947,1514,1,2024-03-25 05:38:21.888176,0,abcnetau,6,1500,2024-03-25 05:38:21.888176
23.51.48.120,192.168.1.54,443,51947,1514,1,2024-03-25 05:38:21.888180,0,abcnetau,6,1500,2024-03-25 05:38:21.888180
23.51.48.120,192.168.1.54,443,51947,1514,1,2024-03-25 05:38:21.888184,0,abcnetau,6,1500,2024-03-25 05:38:21.888184
23.51.48.120,192.168.1.54,443,51947,1514,1,2024-03-25 05:38:21.888188,0,abcnetau,6,1500,2024-03-25 05:38:21.888188
23.51.48.120,192.168.1.54,443,51947,1514,1,2024-03-25 05:38:21.888192,0,abcnetau,6,1500,2024-03-25 05:38:21.888192
23.51.48.120,192.168.1.54,443,51947,1514,1,2024-03-25 05:38:21.888196,0,abcnetau,6,1500,2024-03-25 05:38:21.888196
23.51.48.120,192.168.1.54,443,51947,1514,1,2024-03-25 05:38:21.888200,0,abcnetau,6,1500,2024-03-25 05:38:21.888200
23.51.48.120,192.168.1.54,443,51947,1514,1,2024-03-25 05:38:21.888204,0,abcnetau,6,1500,2024-03-25 05:38:21.888204
23.51.48.120,192.168.1.54,443,51947,1514,1,2024-03-25 05:38:21.888208,0,abcnetau,6,1500,2024-03-25 05:38:21.888208
23.51.48.120,192.168.1.54,443,51947,1514,1,2024-03-25 05:38:21.888212,0,abcnetau,6,1500,2024-03-25 05:38:21.888212
192.168.1.54,23.51.48.120,51947,443,66,1,2024-03-25 05:38:21.888361,0,abcnetau,6,52,2024-03-25 05:38:21.888361
192.168.1.54,23.51.48.120,51947,443,66,1,2024-03-25 05:38:21.888465,0,abcnetau,6,52,2024-03-25 05:38:21.888465
192.168.1.54,23.51.48.120,51947,443,66,1,2024-03-25 05:38:21.888700,0,abcnetau,6,52,2024-03-25 05:38:21.888700
23.51.48.120,192.168.1.54,443,51947,1514,1,2024-03-25 05:38:21.890038,0,abcnetau,6,1500,2024-03-25 05:38:21.890038
23.51.48.120,192.168.1.54,443,51947,1514,1,2024-03-25 05:38:21.890045,0,abcnetau,6,1500,2024-03-25 05:38:21.890045
23.51.48.120,192.168.1.54,443,51947,1514,1,2024-03-25 05:38:21.890049,0,abcnetau,6,1500,2024-03-25 05:38:21.890049
23.51.48.120,192.168.1.54,443,51947,145,1,2024-03-25 05:38:21.890052,0,abcnetau,6,131,2024-03-25 05:38:21.890052
23.51.48.120,192.168.1.54,443,51947,1514,1,2024-03-25 05:38:21.890056,0,abcnetau,6,1500,2024-03-25 05:38:21.890056
23.51.48.120,192.168.1.54,443,51947,1514,1,2024-03-25 05:38:21.890060,0,abcnetau,6,1500,2024-03-25 05:38:21.890060
23.51.48.120,192.168.1.54,443,51947,1514,1,2024-03-25 05:38:21.890064,0,abcnetau,6,1500,2024-03-25 05:38:21.890064
23.51.48.120,192.168.1.54,443,51947,1514,1,2024-03-25 05:38:21.890068,0,abcnetau,6,1500,2024-03-25 05:38:21.890068
192.168.1.54,23.51.48.120,51947,443,66,1,2024-03-25 05:38:21.890200,0,abcnetau,6,52,2024-03-25 05:38:21.890200
192.168.1.54,23.51.48.120,51947,443,66,1,2024-03-25 05:38:21.890547,0,abcnetau,6,52,2024-03-25 05:38:21.890547
23.51.48.120,192.168.1.54,443,51947,1514,1,2024-03-25 05:38:21.892783,0,abcnetau,6,1500,2024-03-25 05:38:21.892783
