address_a,address_b,port_a,port_b,bytes,packets,start,duration,label,ip.proto,ip.len,frame.time
23.51.48.120,192.168.1.54,443,51950,1514,1,2024-03-25 05:38:25.204017,0,abcnetau,6,1500,2024-03-25 05:38:25.204017
23.51.48.120,192.168.1.54,443,51950,1514,1,2024-03-25 05:38:25.204019,0,abcnetau,6,1500,2024-03-25 05:38:25.204019
23.51.48.120,192.168.1.54,443,51950,1514,1,2024-03-25 05:38:25.204021,0,abcnetau,6,1500,2024-03-25 05:38:25.204021
23.51.48.120,192.168.1.54,443,51950,1514,1,2024-03-25 05:38:25.204023,0,abcnetau,6,1500,2024-03-25 05:38:25.204023
23.51.48.120,192.168.1.54,443,51950,1514,1,2024-03-25 05:38:25.204025,0,abcnetau,6,1500,2024-03-25 05:38:25.204025
23.51.48.120,192.168.1.54,443,51950,1514,1,2024-03-25 05:38:25.204026,0,abcnetau,6,1500,2024-03-25 05:38:25.204026
23.51.48.120,192.168.1.54,443,51950,1514,1,2024-03-25 05:38:25.204028,0,abcnetau,6,1500,2024-03-25 05:38:25.204028
23.51.48.120,192.168.1.54,443,51950,1514,1,2024-03-25 05:38:25.204030,0,abcnetau,6,1500,2024-03-25 05:38:25.204030
23.51.48.120,192.168.1.54,443,51950,1514,1,2024-03-25 05:38:25.204035,0,abcnetau,6,1500,2024-03-25 05:38:25.204035
192.168.1.54,23.51.48.120,51950,443,66,1,2024-03-25 05:38:25.204098,0,abcnetau,6,52,2024-03-25 05:38:25.204098
192.168.1.54,23.51.48.120,51950,443,66,1,2024-03-25 05:38:25.204274,0,abcnetau,6,52,2024-03-25 05:38:25.204274
23.51.48.120,192.168.1.54,443,51950,1514,1,2024-03-25 05:38:25.204761,0,abcnetau,6,1500,2024-03-25 05:38:25.204761
23.51.48.120,192.168.1.54,443,51950,176,1,2024-03-25 05:38:25.204764,0,abcnetau,6,162,2024-03-25 05:38:25.204764
192.168.1.54,23.51.48.120,51950,443,66,1,2024-03-25 05:38:25.204817,0,abcnetau,6,52,2024-03-25 05:38:25.204817
23.51.48.120,192.168.1.54,443,51950,1514,1,2024-03-25 05:38:25.211148,0,abcnetau,6,1500,2024-03-25 05:38:25.211148
23.51.48.120,192.168.1.54,443,51950,1514,1,2024-03-25 05:38:25.211154,0,abcnetau,6,1500,2024-03-25 05:38:25.211154
23.51.48.120,192.168.1.54,443,51950,1514,1,2024-03-25 05:38:25.211157,0,abcnetau,6,1500,2024-03-25 05:38:25.211157
23.51.48.120,192.168.1.54,443,51950,1514,1,2024-03-25 05:38:25.211160,0,abcnetau,6,1500,2024-03-25 05:38:25.211160
23.51.48.120,192.168.1.54,443,51950,1514,1,2024-03-25 05:38:25.211163,0,abcnetau,6,1500,2024-03-25 05:38:25.211163
23.51.48.120,192.168.1.54,443,51950,1514,1,2024-03-25 05:38:25.211166,0,abcnetau,6,1500,2024-03-25 05:38:25.211166
23.51.48.120,192.168.1.54,443,51950,1514,1,2024-03-25 05:38:25.211169,0,abcnetau,6,1500,2024-03-25 05:38:25.211169
23.51.48.120,192.168.1.54,443,51950,1514,1,2024-03-25 05:38:25.211172,0,abcnetau,6,1500,2024-03-25 05:38:25.211172
23.51.48.120,192.168.1.54,443,51950,1514,1,2024-03-25 05:38:25.211175,0,abcnetau,6,1500,2024-03-25 05:38:25.211175
23.51.48.120,192.168.1.54,443,51950,1514,1,2024-03-25 05:38:25.211178,0,abcnetau,6,1500,2024-03-25 05:38:25.211178
23.51.48.120,192.168.1.54,443,51950,1514,1,2024-03-25 05:38:25.211182,0,abcnetau,6,1500,2024-03-25 05:38:25.211182
23.51.48.120,192.168.1.54,443,51950,544,1,2024-03-25 05:38:25.211185,0,abcnetau,6,530,2024-03-25 05:38:25.211185
23.51.48.120,192.168.1.54,443,51950,1514,1,2024-03-25 05:38:25.211187,0,abcnetau,6,1500,2024-03-25 05:38:25.211187
23.51.48.120,192.168.1.54,443,51950,1514,1,2024-03-25 05:38:25.211190,0,abcnetau,6,1500,2024-03-25 05:38:25.211190
23.51.48.120,192.168.1.54,443,51950,1514,1,2024-03-25 05:38:25.211193,0,abcnetau,6,1500,2024-03-25 05:38:25.211193
23.51.48.120,192.168.1.54,443,51950,1514,1,2024-03-25 05:38:25.211196,0,abcnetau,6,1500,2024-03-25 05:38:25.211196
23.51.48.120,192.168.1.54,443,51950,1514,1,2024-03-25 05:38:25.211199,0,abcnetau,6,1500,2024-03-25 05:38:25.211199
23.51.48.120,192.168.1.54,443,51950,1514,1,2024-03-25 05:38:25.211202,0,abcnetau,6,1500,2024-03-25 05:38:25.211202
192.168.1.54,23.51.48.120,51950,443,66,1,2024-03-25 05:38:25.211336,0,abcnetau,6,52,2024-03-25 05:38:25.211336
192.168.1.54,23.51.48.120,51950,443,66,1,2024-03-25 05:38:25.211423,0,abcnetau,6,52,2024-03-25 05:38:25.211423
192.168.1.54,23.51.48.120,51950,443,66,1,2024-03-25 05:38:25.211665,0,abcnetau,6,52,2024-03-25 05:38:25.211665
23.51.48.120,192.168.1.54,443,51950,1514,1,2024-03-25 05:38:25.213405,0,abcnetau,6,1500,2024-03-25 05:38:25.213405
23.51.48.120,192.168.1.54,443,51950,1514,1,2024-03-25 05:38:25.213409,0,abcnetau,6,1500,2024-03-25 05:38:25.213409
23.51.48.120,192.168.1.54,443,51950,1514,1,2024-03-25 05:38:25.213412,0,abcnetau,6,1500,2024-03-25 05:38:25.213412
23.51.48.120,192.168.1.54,443,51950,354,1,2024-03-25 05:38:25.213414,0,abcnetau,6,340,2024-03-25 05:38:25.213414
192.168.1.54,23.51.48.120,51950,443,66,1,2024-03-25 05:38:25.213507,0,abcnetau,6,52,2024-03-25 05:38:25.213507
192.168.1.54,23.51.48.120,51950,443,66,1,2024-03-25 05:38:25.213617,0,abcnetau,6,52,2024-03-25 05:38:25.213617
23.51.48.120,192.168.1.54,443,51950,1514,1,2024-03-25 05:38:25.216905,0,abcnetau,6,1500,2024-03-25 05:38:25.216905
23.51.48.120,192.168.1.54,443,51950,1514,1,2024-03-25 05:38:25.216908,0,abcnetau,6,1500,2024-03-25 05:38:25.216908
23.51.48.120,192.168.1.54,443,51950,1514,1,2024-03-25 05:38:25.216911,0,abcnetau,6,1500,2024-03-25 05:38:25.216911
23.51.48.120,192.168.1.54,443,51950,1514,1,2024-03-25 05:38:25.216914,0,abcnetau,6,1500,2024-03-25 05:38:25.216914
23.51.48.120,192.168.1.54,443,51950,1514,1,2024-03-25 05:38:25.216916,0,abcnetau,6,1500,2024-03-25 05:38:25.216916
23.51.48.120,192.168.1.54,443,51950,1514,1,2024-03-25 05:38:25.216919,0,abcnetau,6,1500,2024-03-25 05:38:25.216919
23.51.48.120,192.168.1.54,443,51950,1514,1,2024-03-25 05:38:25.216922,0,abcnetau,6,1500,2024-03-25 05:38:25.216922
23.51.48.120,192.168.1.54,443,51950,1514,1,2024-03-25 05:38:25.216925,0,abcnetau,6,1500,2024-03-25 05:38:25.216925
23.51.48.120,192.168.1.54,443,51950,1514,1,2024-03-25 05:38:25.216927,0,abcnetau,6,1500,2024-03-25 05:38:25.216927
23.51.48.120,192.168.1.54,443,51950,1514,1,2024-03-25 05:38:25.216931,0,abcnetau,6,1500,2024-03-25 05:38:25.216931
23.51.48.120,192.168.1.54,443,51950,1514,1,2024-03-25 05:38:25.216933,0,abcnetau,6,1500,2024-03-25 05:38:25.216933
23.51.48.120,192.168.1.54,443,51950,544,1,2024-03-25 05:38:25.216937,0,abcnetau,6,530,2024-03-25 05:38:25.216937
23.51.48.120,192.168.1.54,443,51950,1514,1,2024-03-25 05:38:25.216939,0,abcnetau,6,1500,2024-03-25 05:38:25.216939
23.51.48.120,192.168.1.54,443,51950,1514,1,2024-03-25 05:38:25.216942,0,abcnetau,6,1500,2024-03-25 05:38:25.216942
23.51.48.120,192.168.1.54,443,51950,1514,1,2024-03-25 05:38:25.216945,0,abcnetau,6,1500,2024-03-25 05:38:25.216945
23.51.48.120,192.168.1.54,443,51950,1514,1,2024-03-25 05:38:25.216947,0,abcnetau,6,1500,2024-03-25 05:38:25.216947
23.51.48.120,192.168.1.54,443,51950,1514,1,2024-03-25 05:38:25.216950,0,abcnetau,6,1500,2024-03-25 05:38:25.216950
23.51.48.120,192.168.1.54,443,51950,1514,1,2024-03-25 05:38:25.216953,0,abcnetau,6,1500,2024-03-25 05:38:25.216953
23.51.48.120,192.168.1.54,443,51950,1514,1,2024-03-25 05:38:25.216956,0,abcnetau,6,1500,2024-03-25 05:38:25.216956
192.168.1.54,23.51.48.120,51950,443,66,1,2024-03-25 05:38:25.217090,0,abcnetau,6,52,2024-03-25 05:38:25.217090
192.168.1.54,23.51.48.120,51950,443,66,1,2024-03-25 05:38:25.217394,0,abcnetau,6,52,2024-03-25 05:38:25.217394
23.51.48.120,192.168.1.54,443,51950,1514,1,2024-03-25 05:38:25.218754,0,abcnetau,6,1500,2024-03-25 05:38:25.218754
23.51.48.120,192.168.1.54,443,51950,1514,1,2024-03-25 05:38:25.218759,0,abcnetau,6,1500,2024-03-25 05:38:25.218759
23.51.48.120,192.168.1.54,443,51950,1514,1,2024-03-25 05:38:25.218762,0,abcnetau,6,1500,2024-03-25 05:38:25.218762
23.51.48.120,192.168.1.54,443,51950,1514,1,2024-03-25 05:38:25.218764,0,abcnetau,6,1500,2024-03-25 05:38:25.218764
23.51.48.120,192.168.1.54,443,51950,1514,1,2024-03-25 05:38:25.218766,0,abcnetau,6,1500,2024-03-25 05:38:25.218766
23.51.48.120,192.168.1.54,443,51950,1514,1,2024-03-25 05:38:25.218769,0,abcnetau,6,1500,2024-03-25 05:38:25.218769
23.51.48.120,192.168.1.54,443,51950,1514,1,2024-03-25 05:38:25.218771,0,abcnetau,6,1500,2024-03-25 05:38:25.218771
23.51.48.120,192.168.1.54,443,51950,1514,1,2024-03-25 05:38:25.218773,0,abcnetau,6,1500,2024-03-25 05:38:25.218773
23.51.48.120,192.168.1.54,443,51950,1514,1,2024-03-25 05:38:25.218775,0,abcnetau,6,1500,2024-03-25 05:38:25.218775
23.51.48.120,192.168.1.54,443,51950,1514,1,2024-03-25 05:38:25.218779,0,abcnetau,6,1500,2024-03-25 05:38:25.218779
23.51.48.120,192.168.1.54,443,51950,1514,1,2024-03-25 05:38:25.218782,0,abcnetau,6,1500,2024-03-25 05:38:25.218782
23.51.48.120,192.168.1.54,443,51950,1514,1,2024-03-25 05:38:25.218784,0,abcnetau,6,1500,2024-03-25 05:38:25.218784
23.51.48.120,192.168.1.54,443,51950,1514,1,2024-03-25 05:38:25.218787,0,abcnetau,6,1500,2024-03-25 05:38:25.218787
192.168.1.54,23.51.48.120,51950,443,66,1,2024-03-25 05:38:25.218924,0,abcnetau,6,52,2024-03-25 05:38:25.218924
192.168.1.54,23.51.48.120,51950,443,66,1,2024-03-25 05:38:25.219043,0,abcnetau,6,52,2024-03-25 05:38:25.219043
192.168.1.54,23.51.48.120,51950,443,66,1,2024-03-25 05:38:25.219265,0,abcnetau,6,52,2024-03-25 05:38:25.219265
23.51.48.120,192.168.1.54,443,51950,1514,1,2024-03-25 05:38:25.219767,0,abcnetau,6,1500,2024-03-25 05:38:25.219767
23.51.48.120,192.168.1.54,443,51950,1514,1,2024-03-25 05:38:25.219772,0,abcnetau,6,1500,2024-03-25 05:38:25.219772
23.51.48.120,192.168.1.54,443,51950,1514,1,2024-03-25 05:38:25.219774,0,abcnetau,6,1500,2024-03-25 05:38:25.219774
23.51.48.120,192.168.1.54,443,51950,1514,1,2024-03-25 05:38:25.219777,0,abcnetau,6,1500,2024-03-25 05:38:25.219777
23.51.48.120,192.168.1.54,443,51950,1514,1,2024-03-25 05:38:25.219780,0,abcnetau,6,1500,2024-03-25 05:38:25.219780
23.51.48.120,192.168.1.54,443,51950,1514,1,2024-03-25 05:38:25.219782,0,abcnetau,6,1500,2024-03-25 05:38:25.219782
23.51.48.120,192.168.1.54,443,51950,1514,1,2024-03-25 05:38:25.219785,0,abcnetau,6,1500,2024-03-25 05:38:25.219785
23.51.48.120,192.168.1.54,443,51950,1514,1,2024-03-25 05:38:25.219787,0,abcnetau,6,1500,2024-03-25 05:38:25.219787
23.51.48.120,192.168.1.54,443,51950,1514,1,2024-03-25 05:38:25.219789,0,abcnetau,6,1500,2024-03-25 05:38:25.219789
23.51.48.120,192.168.1.54,443,51950,1514,1,2024-03-25 05:38:25.219791,0,abcnetau,6,1500,2024-03-25 05:38:25.219791
23.51.48.120,192.168.1.54,443,51950,1514,1,2024-03-25 05:38:25.219794,0,abcnetau,6,1500,2024-03-25 05:38:25.219794
23.51.48.120,192.168.1.54,443,51950,1514,1,2024-03-25 05:38:25.219804,0,abcnetau,6,1500,2024-03-25 05:38:25.219804
23.51.48.120,192.168.1.54,443,51950,1514,1,2024-03-25 05:38:25.219806,0,abcnetau,6,1500,2024-03-25 05:38:25.219806
192.168.1.54,23.51.48.120,51950,443,66,1,2024-03-25 05:38:25.219881,0,abcnetau,6,52,2024-03-25 05:38:25.219881
192.168.1.54,23.51.48.120,51950,443,66,1,2024-03-25 05:38:25.220074,0,abcnetau,6,52,2024-03-25 05:38:25.220074
23.51.48.120,192.168.1.54,443,51950,1514,1,2024-03-25 05:38:25.221747,0,abcnetau,6,1500,2024-03-25 05:38:25.221747
23.51.48.120,192.168.1.54,443,51950,1514,1,2024-03-25 05:38:25.221751,0,abcnetau,6,1500,2024-03-25 05:38:25.221751
23.51.48.120,192.168.1.54,443,51950,1514,1,2024-03-25 05:38:25.221754,0,abcnetau,6,1500,2024-03-25 05:38:25.221754
23.51.48.120,192.168.1.54,443,51950,1514,1,2024-03-25 05:38:25.221757,0,abcnetau,6,1500,2024-03-25 05:38:25.221757
23.51.48.120,192.168.1.54,443,51950,1514,1,2024-03-25 05:38:25.221760,0,abcnetau,6,1500,2024-03-25 05:38:25.221760
23.51.48.120,192.168.1.54,443,51950,1514,1,2024-03-25 05:38:25.221762,0,abcnetau,6,1500,2024-03-25 05:38:25.221762
23.51.48.120,192.168.1.54,443,51950,1514,1,2024-03-25 05:38:25.221765,0,abcnetau,6,1500,2024-03-25 05:38:25.221765
23.51.48.120,192.168.1.54,443,51950,1514,1,2024-03-25 05:38:25.221769,0,abcnetau,6,1500,2024-03-25 05:38:25.221769
23.51.48.120,192.168.1.54,443,51950,1514,1,2024-03-25 05:38:25.221772,0,abcnetau,6,1500,2024-03-25 05:38:25.221772
23.51.48.120,192.168.1.54,443,51950,1514,1,2024-03-25 05:38:25.221775,0,abcnetau,6,1500,2024-03-25 05:38:25.221775
23.51.48.120,192.168.1.54,443,51950,1514,1,2024-03-25 05:38:25.221778,0,abcnetau,6,1500,2024-03-25 05:38:25.221778
23.51.48.120,192.168.1.54,443,51950,1514,1,2024-03-25 05:38:25.221781,0,abcnetau,6,1500,2024-03-25 05:38:25.221781
23.51.48.120,192.168.1.54,443,51950,1514,1,2024-03-25 05:38:25.221784,0,abcnetau,6,1500,2024-03-25 05:38:25.221784
23.51.48.120,192.168.1.54,443,51950,1514,1,2024-03-25 05:38:25.221787,0,abcnetau,6,1500,2024-03-25 05:38:25.221787
23.51.48.120,192.168.1.54,443,51950,1514,1,2024-03-25 05:38:25.221790,0,abcnetau,6,1500,2024-03-25 05:38:25.221790
23.51.48.120,192.168.1.54,443,51950,1514,1,2024-03-25 05:38:25.221793,0,abcnetau,6,1500,2024-03-25 05:38:25.221793
23.51.48.120,192.168.1.54,443,51950,1514,1,2024-03-25 05:38:25.221796,0,abcnetau,6,1500,2024-03-25 05:38:25.221796
23.51.48.120,192.168.1.54,443,51950,1514,1,2024-03-25 05:38:25.221799,0,abcnetau,6,1500,2024-03-25 05:38:25.221799
192.168.1.54,23.51.48.120,51950,443,66,1,2024-03-25 05:38:25.222148,0,abcnetau,6,52,2024-03-25 05:38:25.222148
23.51.48.120,192.168.1.54,443,51950,1514,1,2024-03-25 05:38:25.224027,0,abcnetau,6,1500,2024-03-25 05:38:25.224027
23.51.48.120,192.168.1.54,443,51950,1514,1,2024-03-25 05:38:25.224033,0,abcnetau,6,1500,2024-03-25 05:38:25.224033
23.51.48.120,192.168.1.54,443,51950,1514,1,2024-03-25 05:38:25.224037,0,abcnetau,6,1500,2024-03-25 05:38:25.224037
23.51.48.120,192.168.1.54,443,51950,1514,1,2024-03-25 05:38:25.224041,0,abcnetau,6,1500,2024-03-25 05:38:25.224041
23.51.48.120,192.168.1.54,443,51950,1514,1,2024-03-25 05:38:25.224045,0,abcnetau,6,1500,2024-03-25 05:38:25.224045
23.51.48.120,192.168.1.54,443,51950,1514,1,2024-03-25 05:38:25.224049,0,abcnetau,6,1500,2024-03-25 05:38:25.224049
23.51.48.120,192.168.1.54,443,51950,1514,1,2024-03-25 05:38:25.224053,0,abcnetau,6,1500,2024-03-25 05:38:25.224053
23.51.48.120,192.168.1.54,443,51950,1514,1,2024-03-25 05:38:25.224056,0,abcnetau,6,1500,2024-03-25 05:38:25.224056
23.51.48.120,192.168.1.54,443,51950,1514,1,2024-03-25 05:38:25.224060,0,abcnetau,6,1500,2024-03-25 05:38:25.224060
23.51.48.120,192.168.1.54,443,51950,1514,1,2024-03-25 05:38:25.224064,0,abcnetau,6,1500,2024-03-25 05:38:25.224064
23.51.48.120,192.168.1.54,443,51950,1514,1,2024-03-25 05:38:25.224068,0,abcnetau,6,1500,2024-03-25 05:38:25.224068
23.51.48.120,192.168.1.54,443,51950,1514,1,2024-03-25 05:38:25.224072,0,abcnetau,6,1500,2024-03-25 05:38:25.224072
23.51.48.120,192.168.1.54,443,51950,1514,1,2024-03-25 05:38:25.224076,0,abcnetau,6,1500,2024-03-25 05:38:25.224076
23.51.48.120,192.168.1.54,443,51950,1514,1,2024-03-25 05:38:25.224080,0,abcnetau,6,1500,2024-03-25 05:38:25.224080
23.51.48.120,192.168.1.54,443,51950,1514,1,2024-03-25 05:38:25.224084,0,abcnetau,6,1500,2024-03-25 05:38:25.224084
192.168.1.54,23.51.48.120,51950,443,66,1,2024-03-25 05:38:25.224392,0,abcnetau,6,52,2024-03-25 05:38:25.224392
23.51.48.120,192.168.1.54,443,51950,1514,1,2024-03-25 05:38:25.225458,0,abcnetau,6,1500,2024-03-25 05:38:25.225458
23.51.48.120,192.168.1.54,443,51950,1514,1,2024-03-25 05:38:25.225463,0,abcnetau,6,1500,2024-03-25 05:38:25.225463
23.51.48.120,192.168.1.54,443,51950,1514,1,2024-03-25 05:38:25.225466,0,abcnetau,6,1500,2024-03-25 05:38:25.225466
23.51.48.120,192.168.1.54,443,51950,1514,1,2024-03-25 05:38:25.225469,0,abcnetau,6,1500,2024-03-25 05:38:25.225469
23.51.48.120,192.168.1.54,443,51950,1514,1,2024-03-25 05:38:25.225472,0,abcnetau,6,1500,2024-03-25 05:38:25.225472
23.51.48.120,192.168.1.54,443,51950,1514,1,2024-03-25 05:38:25.225475,0,abcnetau,6,1500,2024-03-25 05:38:25.225475
23.51.48.120,192.168.1.54,443,51950,1514,1,2024-03-25 05:38:25.225478,0,abcnetau,6,1500,2024-03-25 05:38:25.225478
23.51.48.120,192.168.1.54,443,51950,1514,1,2024-03-25 05:38:25.225481,0,abcnetau,6,1500,2024-03-25 05:38:25.225481
23.51.48.120,192.168.1.54,443,51950,1514,1,2024-03-25 05:38:25.225484,0,abcnetau,6,1500,2024-03-25 05:38:25.225484
23.51.48.120,192.168.1.54,443,51950,1514,1,2024-03-25 05:38:25.225486,0,abcnetau,6,1500,2024-03-25 05:38:25.225486
23.51.48.120,192.168.1.54,443,51950,1514,1,2024-03-25 05:38:25.225499,0,abcnetau,6,1500,2024-03-25 05:38:25.225499
23.51.48.120,192.168.1.54,443,51950,386,1,2024-03-25 05:38:25.225502,0,abcnetau,6,372,2024-03-25 05:38:25.225502
192.168.1.54,23.51.48.120,51950,443,66,1,2024-03-25 05:38:25.225894,0,abcnetau,6,52,2024-03-25 05:38:25.225894
192.168.1.54,23.51.48.120,51950,443,90,1,2024-03-25 05:38:25.226179,0,abcnetau,6,76,2024-03-25 05:38:25.226179
192.168.1.54,23.51.48.120,51950,443,66,1,2024-03-25 05:38:25.228234,0,abcnetau,6,52,2024-03-25 05:38:25.228234
23.51.48.120,192.168.1.54,443,51950,90,1,2024-03-25 05:38:25.232189,0,abcnetau,6,76,2024-03-25 05:38:25.232189
23.51.48.120,192.168.1.54,443,51950,66,1,2024-03-25 05:38:25.232193,0,abcnetau,6,52,2024-03-25 05:38:25.232193
192.168.1.54,23.51.48.120,51950,443,54,1,2024-03-25 05:38:25.232387,0,abcnetau,6,40,2024-03-25 05:38:25.232387
192.168.1.54,23.51.48.120,51950,443,54,1,2024-03-25 05:38:25.232490,0,abcnetau,6,40,2024-03-25 05:38:25.232490
23.51.48.120,192.168.1.54,443,51950,66,1,2024-03-25 05:38:25.234745,0,abcnetau,6,52,2024-03-25 05:38:25.234745
192.168.1.54,23.51.48.120,51950,443,54,1,2024-03-25 05:38:25.234834,0,abcnetau,6,40,2024-03-25 05:38:25.234834
192.168.1.54,23.51.48.120,51951,443,78,1,2024-03-25 05:38:26.258752,0,abcnetau,6,64,2024-03-25 05:38:26.258752
23.51.48.120,192.168.1.54,443,51951,74,1,2024-03-25 05:38:27.140003,0,abcnetau,6,60,2024-03-25 05:38:27.140003
192.168.1.54,23.51.48.120,51951,443,66,1,2024-03-25 05:38:27.140156,0,abcnetau,6,52,2024-03-25 05:38:27.140156
192.168.1.54,23.51.48.120,51951,443,390,1,2024-03-25 05:38:27.140413,0,abcnetau,6,376,2024-03-25 05:38:27.140413
23.51.48.120,192.168.1.54,443,51951,66,1,2024-03-25 05:38:27.151186,0,abcnetau,6,52,2024-03-25 05:38:27.151186
23.51.48.120,192.168.1.54,443,51951,1514,1,2024-03-25 05:38:27.151195,0,abcnetau,6,1500,2024-03-25 05:38:27.151195
23.51.48.120,192.168.1.54,443,51951,1514,1,2024-03-25 05:38:27.151199,0,abcnetau,6,1500,2024-03-25 05:38:27.151199
23.51.48.120,192.168.1.54,443,51951,1266,1,2024-03-25 05:38:27.151202,0,abcnetau,6,1252,2024-03-25 05:38:27.151202
23.51.48.120,192.168.1.54,443,51951,161,1,2024-03-25 05:38:27.151206,0,abcnetau,6,147,2024-03-25 05:38:27.151206
192.168.1.54,23.51.48.120,51951,443,66,1,2024-03-25 05:38:27.151291,0,abcnetau,6,52,2024-03-25 05:38:27.151291
192.168.1.54,23.51.48.120,51951,443,66,1,2024-03-25 05:38:27.152244,0,abcnetau,6,52,2024-03-25 05:38:27.152244
192.168.1.54,23.51.48.120,51951,443,72,1,2024-03-25 05:38:27.152301,0,abcnetau,6,58,2024-03-25 05:38:27.152301
192.168.1.54,23.51.48.120,51951,443,124,1,2024-03-25 05:38:27.152316,0,abcnetau,6,110,2024-03-25 05:38:27.152316
192.168.1.54,23.51.48.120,51951,443,152,1,2024-03-25 05:38:27.152399,0,abcnetau,6,138,2024-03-25 05:38:27.152399
192.168.1.54,23.51.48.120,51951,443,128,1,2024-03-25 05:38:27.152466,0,abcnetau,6,114,2024-03-25 05:38:27.152466
23.51.48.120,192.168.1.54,443,51951,337,1,2024-03-25 05:38:27.158201,0,abcnetau,6,323,2024-03-25 05:38:27.158201
23.51.48.120,192.168.1.54,443,51951,337,1,2024-03-25 05:38:27.158206,0,abcnetau,6,323,2024-03-25 05:38:27.158206
192.168.1.54,23.51.48.120,51951,443,66,1,2024-03-25 05:38:27.158263,0,abcnetau,6,52,2024-03-25 05:38:27.158263
23.51.48.120,192.168.1.54,443,51951,127,1,2024-03-25 05:38:27.161576,0,abcnetau,6,113,2024-03-25 05:38:27.161576
23.51.48.120,192.168.1.54,443,51951,97,1,2024-03-25 05:38:27.161579,0,abcnetau,6,83,2024-03-25 05:38:27.161579
192.168.1.54,23.51.48.120,51951,443,66,1,2024-03-25 05:38:27.161619,0,abcnetau,6,52,2024-03-25 05:38:27.161619
192.168.1.54,23.51.48.120,51951,443,97,1,2024-03-25 05:38:27.161742,0,abcnetau,6,83,2024-03-25 05:38:27.161742
23.51.48.120,192.168.1.54,443,51951,572,1,2024-03-25 05:38:27.168647,0,abcnetau,6,558,2024-03-25 05:38:27.168647
23.51.48.120,192.168.1.54,443,51951,1514,1,2024-03-25 05:38:27.168656,0,abcnetau,6,1500,2024-03-25 05:38:27.168656
23.51.48.120,192.168.1.54,443,51951,1514,1,2024-03-25 05:38:27.168658,0,abcnetau,6,1500,2024-03-25 05:38:27.168658
23.51.48.120,192.168.1.54,443,51951,1514,1,2024-03-25 05:38:27.168662,0,abcnetau,6,1500,2024-03-25 05:38:27.168662
23.51.48.120,192.168.1.54,443,51951,1514,1,2024-03-25 05:38:27.168664,0,abcnetau,6,1500,2024-03-25 05:38:27.168664
23.51.48.120,192.168.1.54,443,51951,1514,1,2024-03-25 05:38:27.168667,0,abcnetau,6,1500,2024-03-25 05:38:27.168667
23.51.48.120,192.168.1.54,443,51951,1514,1,2024-03-25 05:38:27.168670,0,abcnetau,6,1500,2024-03-25 05:38:27.168670
23.51.48.120,192.168.1.54,443,51951,1514,1,2024-03-25 05:38:27.168673,0,abcnetau,6,1500,2024-03-25 05:38:27.168673
23.51.48.120,192.168.1.54,443,51951,1514,1,2024-03-25 05:38:27.168676,0,abcnetau,6,1500,2024-03-25 05:38:27.168676
23.51.48.120,192.168.1.54,443,51951,1514,1,2024-03-25 05:38:27.168678,0,abcnetau,6,1500,2024-03-25 05:38:27.168678
23.51.48.120,192.168.1.54,443,51951,1514,1,2024-03-25 05:38:27.168681,0,abcnetau,6,1500,2024-03-25 05:38:27.168681
192.168.1.54,23.51.48.120,51951,443,66,1,2024-03-25 05:38:27.168749,0,abcnetau,6,52,2024-03-25 05:38:27.168749
192.168.1.54,23.51.48.120,51951,443,66,1,2024-03-25 05:38:27.168938,0,abcnetau,6,52,2024-03-25 05:38:27.168938
23.51.48.120,192.168.1.54,443,51951,1514,1,2024-03-25 05:38:27.171222,0,abcnetau,6,1500,2024-03-25 05:38:27.171222
23.51.48.120,192.168.1.54,443,51951,544,1,2024-03-25 05:38:27.171227,0,abcnetau,6,530,2024-03-25 05:38:27.171227
23.51.48.120,192.168.1.54,443,51951,1514,1,2024-03-25 05:38:27.171229,0,abcnetau,6,1500,2024-03-25 05:38:27.171229
192.168.1.54,23.51.48.120,51951,443,66,1,2024-03-25 05:38:27.171253,0,abcnetau,6,52,2024-03-25 05:38:27.171253
192.168.1.54,23.51.48.120,51951,443,66,1,2024-03-25 05:38:27.171399,0,abcnetau,6,52,2024-03-25 05:38:27.171399
23.51.48.120,192.168.1.54,443,51951,1514,1,2024-03-25 05:38:27.172880,0,abcnetau,6,1500,2024-03-25 05:38:27.172880
192.168.1.54,23.51.48.120,51951,443,66,1,2024-03-25 05:38:27.172914,0,abcnetau,6,52,2024-03-25 05:38:27.172914
23.51.48.120,192.168.1.54,443,51951,1514,1,2024-03-25 05:38:27.174280,0,abcnetau,6,1500,2024-03-25 05:38:27.174280
23.51.48.120,192.168.1.54,443,51951,1514,1,2024-03-25 05:38:27.174285,0,abcnetau,6,1500,2024-03-25 05:38:27.174285
23.51.48.120,192.168.1.54,443,51951,1514,1,2024-03-25 05:38:27.174288,0,abcnetau,6,1500,2024-03-25 05:38:27.174288
192.168.1.54,23.51.48.120,51951,443,66,1,2024-03-25 05:38:27.174326,0,abcnetau,6,52,2024-03-25 05:38:27.174326
192.168.1.54,23.51.48.120,51951,443,66,1,2024-03-25 05:38:27.174375,0,abcnetau,6,52,2024-03-25 05:38:27.174375
23.51.48.120,192.168.1.54,443,51951,1514,1,2024-03-25 05:38:27.178241,0,abcnetau,6,1500,2024-03-25 05:38:27.178241
23.51.48.120,192.168.1.54,443,51951,1514,1,2024-03-25 05:38:27.178244,0,abcnetau,6,1500,2024-03-25 05:38:27.178244
