ip.src,ip.dst,tcp.srcport,tcp.dstport,udp.srcport,udp.dstport,bytes,packets,start,duration,label,ip.proto,ip.len,frame.time
172.28.0.12,23.37.18.29,54334,443,,,66,1,2024-03-26 03:14:40.717425,0,news18,6,52,2024-03-26 03:14:40.717425
23.37.18.29,172.28.0.12,443,54334,,,2962,1,2024-03-26 03:14:40.718202,0,news18,6,2948,2024-03-26 03:14:40.718202
172.28.0.12,23.37.18.29,54334,443,,,66,1,2024-03-26 03:14:40.718217,0,news18,6,52,2024-03-26 03:14:40.718217
23.37.18.29,172.28.0.12,443,54334,,,1514,1,2024-03-26 03:14:40.718419,0,news18,6,1500,2024-03-26 03:14:40.718419
172.28.0.12,23.37.18.29,54334,443,,,66,1,2024-03-26 03:14:40.718431,0,news18,6,52,2024-03-26 03:14:40.718431
23.37.18.29,172.28.0.12,443,54334,,,13098,1,2024-03-26 03:14:40.718452,0,news18,6,13084,2024-03-26 03:14:40.718452
172.28.0.12,23.37.18.29,54334,443,,,66,1,2024-03-26 03:14:40.718463,0,news18,6,52,2024-03-26 03:14:40.718463
23.37.18.29,172.28.0.12,443,54334,,,14546,1,2024-03-26 03:14:40.719360,0,news18,6,14532,2024-03-26 03:14:40.719360
172.28.0.12,23.37.18.29,54334,443,,,66,1,2024-03-26 03:14:40.719378,0,news18,6,52,2024-03-26 03:14:40.719378
23.37.18.29,172.28.0.12,443,54334,,,14546,1,2024-03-26 03:14:40.720295,0,news18,6,14532,2024-03-26 03:14:40.720295
172.28.0.12,23.37.18.29,54334,443,,,66,1,2024-03-26 03:14:40.720313,0,news18,6,52,2024-03-26 03:14:40.720313
23.37.18.29,172.28.0.12,443,54334,,,15994,1,2024-03-26 03:14:40.721231,0,news18,6,15980,2024-03-26 03:14:40.721231
172.28.0.12,23.37.18.29,54334,443,,,66,1,2024-03-26 03:14:40.721246,0,news18,6,52,2024-03-26 03:14:40.721246
23.37.18.29,172.28.0.12,443,54334,,,5858,1,2024-03-26 03:14:40.722127,0,news18,6,5844,2024-03-26 03:14:40.722127
172.28.0.12,23.37.18.29,54334,443,,,66,1,2024-03-26 03:14:40.722141,0,news18,6,52,2024-03-26 03:14:40.722141
23.37.18.29,172.28.0.12,443,54334,,,15994,1,2024-03-26 03:14:40.722520,0,news18,6,15980,2024-03-26 03:14:40.722520
172.28.0.12,23.37.18.29,54334,443,,,66,1,2024-03-26 03:14:40.722538,0,news18,6,52,2024-03-26 03:14:40.722538
23.37.18.29,172.28.0.12,443,54334,,,15994,1,2024-03-26 03:14:40.723490,0,news18,6,15980,2024-03-26 03:14:40.723490
172.28.0.12,23.37.18.29,54334,443,,,66,1,2024-03-26 03:14:40.723521,0,news18,6,52,2024-03-26 03:14:40.723521
23.37.18.29,172.28.0.12,443,54334,,,17442,1,2024-03-26 03:14:40.724295,0,news18,6,17428,2024-03-26 03:14:40.724295
172.28.0.12,23.37.18.29,54334,443,,,66,1,2024-03-26 03:14:40.724315,0,news18,6,52,2024-03-26 03:14:40.724315
23.37.18.29,172.28.0.12,443,54334,,,15994,1,2024-03-26 03:14:40.725258,0,news18,6,15980,2024-03-26 03:14:40.725258
172.28.0.12,23.37.18.29,54334,443,,,66,1,2024-03-26 03:14:40.725276,0,news18,6,52,2024-03-26 03:14:40.725276
23.37.18.29,172.28.0.12,443,54334,,,18890,1,2024-03-26 03:14:40.726103,0,news18,6,18876,2024-03-26 03:14:40.726103
172.28.0.12,23.37.18.29,54334,443,,,66,1,2024-03-26 03:14:40.726123,0,news18,6,52,2024-03-26 03:14:40.726123
23.37.18.29,172.28.0.12,443,54334,,,18890,1,2024-03-26 03:14:40.727073,0,news18,6,18876,2024-03-26 03:14:40.727073
172.28.0.12,23.37.18.29,54334,443,,,66,1,2024-03-26 03:14:40.727090,0,news18,6,52,2024-03-26 03:14:40.727090
23.37.18.29,172.28.0.12,443,54334,,,2962,1,2024-03-26 03:14:40.727989,0,news18,6,2948,2024-03-26 03:14:40.727989
172.28.0.12,23.37.18.29,54334,443,,,66,1,2024-03-26 03:14:40.728002,0,news18,6,52,2024-03-26 03:14:40.728002
23.37.18.29,172.28.0.12,443,54334,,,7794,1,2024-03-26 03:14:40.728019,0,news18,6,7780,2024-03-26 03:14:40.728019
172.28.0.12,23.37.18.29,54334,443,,,66,1,2024-03-26 03:14:40.728029,0,news18,6,52,2024-03-26 03:14:40.728029
172.28.0.12,23.37.18.29,54334,443,,,90,1,2024-03-26 03:14:40.728169,0,news18,6,76,2024-03-26 03:14:40.728169
172.28.0.12,23.37.18.29,54334,443,,,66,1,2024-03-26 03:14:40.729364,0,news18,6,52,2024-03-26 03:14:40.729364
23.37.18.29,172.28.0.12,443,54334,,,90,1,2024-03-26 03:14:40.750362,0,news18,6,76,2024-03-26 03:14:40.750362
172.28.0.12,23.37.18.29,54334,443,,,54,1,2024-03-26 03:14:40.750392,0,news18,6,40,2024-03-26 03:14:40.750392
23.37.18.29,172.28.0.12,443,54334,,,66,1,2024-03-26 03:14:40.750483,0,news18,6,52,2024-03-26 03:14:40.750483
172.28.0.12,23.37.18.29,54334,443,,,54,1,2024-03-26 03:14:40.750490,0,news18,6,40,2024-03-26 03:14:40.750490
23.37.18.29,172.28.0.12,443,54334,,,66,1,2024-03-26 03:14:40.751261,0,news18,6,52,2024-03-26 03:14:40.751261
172.28.0.12,23.37.18.29,54334,443,,,54,1,2024-03-26 03:14:40.751267,0,news18,6,40,2024-03-26 03:14:40.751267
172.28.0.12,169.254.169.254,,,51802,53,74,1,2024-03-26 03:14:41.741612,0,news18,17,60,2024-03-26 03:14:41.741612
172.28.0.12,169.254.169.254,,,52806,53,74,1,2024-03-26 03:14:41.741620,0,news18,17,60,2024-03-26 03:14:41.741620
169.254.169.254,172.28.0.12,,,53,52806,90,1,2024-03-26 03:14:41.742254,0,news18,17,76,2024-03-26 03:14:41.742254
169.254.169.254,172.28.0.12,,,53,51802,130,1,2024-03-26 03:14:41.742274,0,news18,17,116,2024-03-26 03:14:41.742274
172.28.0.12,23.37.18.29,54340,443,,,74,1,2024-03-26 03:14:41.742736,0,news18,6,60,2024-03-26 03:14:41.742736
23.37.18.29,172.28.0.12,443,54340,,,74,1,2024-03-26 03:14:41.766313,0,news18,6,60,2024-03-26 03:14:41.766313
172.28.0.12,23.37.18.29,54340,443,,,66,1,2024-03-26 03:14:41.766344,0,news18,6,52,2024-03-26 03:14:41.766344
172.28.0.12,23.37.18.29,54340,443,,,583,1,2024-03-26 03:14:41.820542,0,news18,6,569,2024-03-26 03:14:41.820542
23.37.18.29,172.28.0.12,443,54340,,,66,1,2024-03-26 03:14:41.844151,0,news18,6,52,2024-03-26 03:14:41.844151
23.37.18.29,172.28.0.12,443,54340,,,2962,1,2024-03-26 03:14:41.844813,0,news18,6,2948,2024-03-26 03:14:41.844813
172.28.0.12,23.37.18.29,54340,443,,,66,1,2024-03-26 03:14:41.844828,0,news18,6,52,2024-03-26 03:14:41.844828
23.37.18.29,172.28.0.12,443,54340,,,1266,1,2024-03-26 03:14:41.844814,0,news18,6,1252,2024-03-26 03:14:41.844814
172.28.0.12,23.37.18.29,54340,443,,,66,1,2024-03-26 03:14:41.844835,0,news18,6,52,2024-03-26 03:14:41.844835
23.37.18.29,172.28.0.12,443,54340,,,1241,1,2024-03-26 03:14:41.845011,0,news18,6,1227,2024-03-26 03:14:41.845011
172.28.0.12,23.37.18.29,54340,443,,,66,1,2024-03-26 03:14:41.845018,0,news18,6,52,2024-03-26 03:14:41.845018
172.28.0.12,23.37.18.29,54340,443,,,146,1,2024-03-26 03:14:41.846722,0,news18,6,132,2024-03-26 03:14:41.846722
172.28.0.12,23.37.18.29,54340,443,,,112,1,2024-03-26 03:14:41.846900,0,news18,6,98,2024-03-26 03:14:41.846900
172.28.0.12,23.37.18.29,54340,443,,,115,1,2024-03-26 03:14:41.846919,0,news18,6,101,2024-03-26 03:14:41.846919
172.28.0.12,23.37.18.29,54340,443,,,101,1,2024-03-26 03:14:41.846931,0,news18,6,87,2024-03-26 03:14:41.846931
172.28.0.12,23.37.18.29,54340,443,,,128,1,2024-03-26 03:14:41.846959,0,news18,6,114,2024-03-26 03:14:41.846959
23.37.18.29,172.28.0.12,443,54340,,,353,1,2024-03-26 03:14:41.870430,0,news18,6,339,2024-03-26 03:14:41.870430
23.37.18.29,172.28.0.12,443,54340,,,353,1,2024-03-26 03:14:41.870431,0,news18,6,339,2024-03-26 03:14:41.870431
23.37.18.29,172.28.0.12,443,54340,,,66,1,2024-03-26 03:14:41.870585,0,news18,6,52,2024-03-26 03:14:41.870585
172.28.0.12,23.37.18.29,54340,443,,,66,1,2024-03-26 03:14:41.870598,0,news18,6,52,2024-03-26 03:14:41.870598
23.37.18.29,172.28.0.12,443,54340,,,127,1,2024-03-26 03:14:41.874308,0,news18,6,113,2024-03-26 03:14:41.874308
23.37.18.29,172.28.0.12,443,54340,,,97,1,2024-03-26 03:14:41.874309,0,news18,6,83,2024-03-26 03:14:41.874309
172.28.0.12,23.37.18.29,54340,443,,,97,1,2024-03-26 03:14:41.874355,0,news18,6,83,2024-03-26 03:14:41.874355
23.37.18.29,172.28.0.12,443,54340,,,362,1,2024-03-26 03:14:41.883932,0,news18,6,348,2024-03-26 03:14:41.883932
23.37.18.29,172.28.0.12,443,54340,,,2962,1,2024-03-26 03:14:41.883981,0,news18,6,2948,2024-03-26 03:14:41.883981
23.37.18.29,172.28.0.12,443,54340,,,2962,1,2024-03-26 03:14:41.883982,0,news18,6,2948,2024-03-26 03:14:41.883982
172.28.0.12,23.37.18.29,54340,443,,,66,1,2024-03-26 03:14:41.884035,0,news18,6,52,2024-03-26 03:14:41.884035
23.37.18.29,172.28.0.12,443,54340,,,2962,1,2024-03-26 03:14:41.884065,0,news18,6,2948,2024-03-26 03:14:41.884065
172.28.0.12,23.37.18.29,54340,443,,,66,1,2024-03-26 03:14:41.884071,0,news18,6,52,2024-03-26 03:14:41.884071
23.37.18.29,172.28.0.12,443,54340,,,2962,1,2024-03-26 03:14:41.884066,0,news18,6,2948,2024-03-26 03:14:41.884066
172.28.0.12,23.37.18.29,54340,443,,,66,1,2024-03-26 03:14:41.884088,0,news18,6,52,2024-03-26 03:14:41.884088
23.37.18.29,172.28.0.12,443,54340,,,2962,1,2024-03-26 03:14:41.886704,0,news18,6,2948,2024-03-26 03:14:41.886704
172.28.0.12,23.37.18.29,54340,443,,,66,1,2024-03-26 03:14:41.886725,0,news18,6,52,2024-03-26 03:14:41.886725
23.37.18.29,172.28.0.12,443,54340,,,1514,1,2024-03-26 03:14:41.889475,0,news18,6,1500,2024-03-26 03:14:41.889475
172.28.0.12,23.37.18.29,54340,443,,,66,1,2024-03-26 03:14:41.889494,0,news18,6,52,2024-03-26 03:14:41.889494
23.37.18.29,172.28.0.12,443,54340,,,2962,1,2024-03-26 03:14:41.894158,0,news18,6,2948,2024-03-26 03:14:41.894158
172.28.0.12,23.37.18.29,54340,443,,,66,1,2024-03-26 03:14:41.894193,0,news18,6,52,2024-03-26 03:14:41.894193
23.37.18.29,172.28.0.12,443,54340,,,2962,1,2024-03-26 03:14:41.895466,0,news18,6,2948,2024-03-26 03:14:41.895466
172.28.0.12,23.37.18.29,54340,443,,,66,1,2024-03-26 03:14:41.895476,0,news18,6,52,2024-03-26 03:14:41.895476
23.37.18.29,172.28.0.12,443,54340,,,2962,1,2024-03-26 03:14:41.898082,0,news18,6,2948,2024-03-26 03:14:41.898082
172.28.0.12,23.37.18.29,54340,443,,,66,1,2024-03-26 03:14:41.898091,0,news18,6,52,2024-03-26 03:14:41.898091
23.37.18.29,172.28.0.12,443,54340,,,2962,1,2024-03-26 03:14:41.900698,0,news18,6,2948,2024-03-26 03:14:41.900698
172.28.0.12,23.37.18.29,54340,443,,,66,1,2024-03-26 03:14:41.900706,0,news18,6,52,2024-03-26 03:14:41.900706
23.37.18.29,172.28.0.12,443,54340,,,2962,1,2024-03-26 03:14:41.907544,0,news18,6,2948,2024-03-26 03:14:41.907544
172.28.0.12,23.37.18.29,54340,443,,,66,1,2024-03-26 03:14:41.907552,0,news18,6,52,2024-03-26 03:14:41.907552
23.37.18.29,172.28.0.12,443,54340,,,2962,1,2024-03-26 03:14:41.908863,0,news18,6,2948,2024-03-26 03:14:41.908863
172.28.0.12,23.37.18.29,54340,443,,,66,1,2024-03-26 03:14:41.908871,0,news18,6,52,2024-03-26 03:14:41.908871
23.37.18.29,172.28.0.12,443,54340,,,2962,1,2024-03-26 03:14:41.911504,0,news18,6,2948,2024-03-26 03:14:41.911504
172.28.0.12,23.37.18.29,54340,443,,,66,1,2024-03-26 03:14:41.911519,0,news18,6,52,2024-03-26 03:14:41.911519
23.37.18.29,172.28.0.12,443,54340,,,2962,1,2024-03-26 03:14:41.913853,0,news18,6,2948,2024-03-26 03:14:41.913853
172.28.0.12,23.37.18.29,54340,443,,,66,1,2024-03-26 03:14:41.913861,0,news18,6,52,2024-03-26 03:14:41.913861
23.37.18.29,172.28.0.12,443,54340,,,1514,1,2024-03-26 03:14:41.916083,0,news18,6,1500,2024-03-26 03:14:41.916083
172.28.0.12,23.37.18.29,54340,443,,,66,1,2024-03-26 03:14:41.916095,0,news18,6,52,2024-03-26 03:14:41.916095
23.37.18.29,172.28.0.12,443,54340,,,2962,1,2024-03-26 03:14:41.916761,0,news18,6,2948,2024-03-26 03:14:41.916761
172.28.0.12,23.37.18.29,54340,443,,,66,1,2024-03-26 03:14:41.916769,0,news18,6,52,2024-03-26 03:14:41.916769
23.37.18.29,172.28.0.12,443,54340,,,2962,1,2024-03-26 03:14:41.918655,0,news18,6,2948,2024-03-26 03:14:41.918655
172.28.0.12,23.37.18.29,54340,443,,,66,1,2024-03-26 03:14:41.918663,0,news18,6,52,2024-03-26 03:14:41.918663
23.37.18.29,172.28.0.12,443,54340,,,2962,1,2024-03-26 03:14:41.920521,0,news18,6,2948,2024-03-26 03:14:41.920521
172.28.0.12,23.37.18.29,54340,443,,,66,1,2024-03-26 03:14:41.920528,0,news18,6,52,2024-03-26 03:14:41.920528
23.37.18.29,172.28.0.12,443,54340,,,2962,1,2024-03-26 03:14:41.922363,0,news18,6,2948,2024-03-26 03:14:41.922363
172.28.0.12,23.37.18.29,54340,443,,,66,1,2024-03-26 03:14:41.922370,0,news18,6,52,2024-03-26 03:14:41.922370
23.37.18.29,172.28.0.12,443,54340,,,2962,1,2024-03-26 03:14:41.923391,0,news18,6,2948,2024-03-26 03:14:41.923391
172.28.0.12,23.37.18.29,54340,443,,,66,1,2024-03-26 03:14:41.923399,0,news18,6,52,2024-03-26 03:14:41.923399
23.37.18.29,172.28.0.12,443,54340,,,2962,1,2024-03-26 03:14:41.924369,0,news18,6,2948,2024-03-26 03:14:41.924369
172.28.0.12,23.37.18.29,54340,443,,,66,1,2024-03-26 03:14:41.924377,0,news18,6,52,2024-03-26 03:14:41.924377
23.37.18.29,172.28.0.12,443,54340,,,2962,1,2024-03-26 03:14:41.925288,0,news18,6,2948,2024-03-26 03:14:41.925288
172.28.0.12,23.37.18.29,54340,443,,,66,1,2024-03-26 03:14:41.925296,0,news18,6,52,2024-03-26 03:14:41.925296
23.37.18.29,172.28.0.12,443,54340,,,2962,1,2024-03-26 03:14:41.926239,0,news18,6,2948,2024-03-26 03:14:41.926239
172.28.0.12,23.37.18.29,54340,443,,,66,1,2024-03-26 03:14:41.926246,0,news18,6,52,2024-03-26 03:14:41.926246
23.37.18.29,172.28.0.12,443,54340,,,2962,1,2024-03-26 03:14:41.927181,0,news18,6,2948,2024-03-26 03:14:41.927181
172.28.0.12,23.37.18.29,54340,443,,,66,1,2024-03-26 03:14:41.927188,0,news18,6,52,2024-03-26 03:14:41.927188
23.37.18.29,172.28.0.12,443,54340,,,2962,1,2024-03-26 03:14:41.928079,0,news18,6,2948,2024-03-26 03:14:41.928079
172.28.0.12,23.37.18.29,54340,443,,,66,1,2024-03-26 03:14:41.928087,0,news18,6,52,2024-03-26 03:14:41.928087
23.37.18.29,172.28.0.12,443,54340,,,2962,1,2024-03-26 03:14:41.929007,0,news18,6,2948,2024-03-26 03:14:41.929007
172.28.0.12,23.37.18.29,54340,443,,,66,1,2024-03-26 03:14:41.929014,0,news18,6,52,2024-03-26 03:14:41.929014
23.37.18.29,172.28.0.12,443,54340,,,2962,1,2024-03-26 03:14:41.929912,0,news18,6,2948,2024-03-26 03:14:41.929912
172.28.0.12,23.37.18.29,54340,443,,,66,1,2024-03-26 03:14:41.929919,0,news18,6,52,2024-03-26 03:14:41.929919
23.37.18.29,172.28.0.12,443,54340,,,2962,1,2024-03-26 03:14:41.930855,0,news18,6,2948,2024-03-26 03:14:41.930855
172.28.0.12,23.37.18.29,54340,443,,,66,1,2024-03-26 03:14:41.930862,0,news18,6,52,2024-03-26 03:14:41.930862
23.37.18.29,172.28.0.12,443,54340,,,2962,1,2024-03-26 03:14:41.931764,0,news18,6,2948,2024-03-26 03:14:41.931764
172.28.0.12,23.37.18.29,54340,443,,,66,1,2024-03-26 03:14:41.931774,0,news18,6,52,2024-03-26 03:14:41.931774
23.37.18.29,172.28.0.12,443,54340,,,2962,1,2024-03-26 03:14:41.932689,0,news18,6,2948,2024-03-26 03:14:41.932689
172.28.0.12,23.37.18.29,54340,443,,,66,1,2024-03-26 03:14:41.932699,0,news18,6,52,2024-03-26 03:14:41.932699
23.37.18.29,172.28.0.12,443,54340,,,2962,1,2024-03-26 03:14:41.933622,0,news18,6,2948,2024-03-26 03:14:41.933622
172.28.0.12,23.37.18.29,54340,443,,,66,1,2024-03-26 03:14:41.933630,0,news18,6,52,2024-03-26 03:14:41.933630
23.37.18.29,172.28.0.12,443,54340,,,2962,1,2024-03-26 03:14:41.934533,0,news18,6,2948,2024-03-26 03:14:41.934533
172.28.0.12,23.37.18.29,54340,443,,,66,1,2024-03-26 03:14:41.934541,0,news18,6,52,2024-03-26 03:14:41.934541
23.37.18.29,172.28.0.12,443,54340,,,2962,1,2024-03-26 03:14:41.935439,0,news18,6,2948,2024-03-26 03:14:41.935439
172.28.0.12,23.37.18.29,54340,443,,,66,1,2024-03-26 03:14:41.935446,0,news18,6,52,2024-03-26 03:14:41.935446
23.37.18.29,172.28.0.12,443,54340,,,2962,1,2024-03-26 03:14:41.936366,0,news18,6,2948,2024-03-26 03:14:41.936366
172.28.0.12,23.37.18.29,54340,443,,,66,1,2024-03-26 03:14:41.936374,0,news18,6,52,2024-03-26 03:14:41.936374
23.37.18.29,172.28.0.12,443,54340,,,2962,1,2024-03-26 03:14:41.937290,0,news18,6,2948,2024-03-26 03:14:41.937290
172.28.0.12,23.37.18.29,54340,443,,,66,1,2024-03-26 03:14:41.937301,0,news18,6,52,2024-03-26 03:14:41.937301
23.37.18.29,172.28.0.12,443,54340,,,2962,1,2024-03-26 03:14:41.938201,0,news18,6,2948,2024-03-26 03:14:41.938201
172.28.0.12,23.37.18.29,54340,443,,,66,1,2024-03-26 03:14:41.938211,0,news18,6,52,2024-03-26 03:14:41.938211
23.37.18.29,172.28.0.12,443,54340,,,2962,1,2024-03-26 03:14:41.939121,0,news18,6,2948,2024-03-26 03:14:41.939121
172.28.0.12,23.37.18.29,54340,443,,,66,1,2024-03-26 03:14:41.939132,0,news18,6,52,2024-03-26 03:14:41.939132
23.37.18.29,172.28.0.12,443,54340,,,2962,1,2024-03-26 03:14:41.940033,0,news18,6,2948,2024-03-26 03:14:41.940033
172.28.0.12,23.37.18.29,54340,443,,,66,1,2024-03-26 03:14:41.940041,0,news18,6,52,2024-03-26 03:14:41.940041
23.37.18.29,172.28.0.12,443,54340,,,2962,1,2024-03-26 03:14:41.940957,0,news18,6,2948,2024-03-26 03:14:41.940957
172.28.0.12,23.37.18.29,54340,443,,,66,1,2024-03-26 03:14:41.940967,0,news18,6,52,2024-03-26 03:14:41.940967
23.37.18.29,172.28.0.12,443,54340,,,2962,1,2024-03-26 03:14:41.941859,0,news18,6,2948,2024-03-26 03:14:41.941859
172.28.0.12,23.37.18.29,54340,443,,,66,1,2024-03-26 03:14:41.941867,0,news18,6,52,2024-03-26 03:14:41.941867
23.37.18.29,172.28.0.12,443,54340,,,2962,1,2024-03-26 03:14:41.942785,0,news18,6,2948,2024-03-26 03:14:41.942785
172.28.0.12,23.37.18.29,54340,443,,,66,1,2024-03-26 03:14:41.942792,0,news18,6,52,2024-03-26 03:14:41.942792
23.37.18.29,172.28.0.12,443,54340,,,2962,1,2024-03-26 03:14:41.943698,0,news18,6,2948,2024-03-26 03:14:41.943698
172.28.0.12,23.37.18.29,54340,443,,,66,1,2024-03-26 03:14:41.943706,0,news18,6,52,2024-03-26 03:14:41.943706
23.37.18.29,172.28.0.12,443,54340,,,2962,1,2024-03-26 03:14:41.944621,0,news18,6,2948,2024-03-26 03:14:41.944621
172.28.0.12,23.37.18.29,54340,443,,,66,1,2024-03-26 03:14:41.944628,0,news18,6,52,2024-03-26 03:14:41.944628
23.37.18.29,172.28.0.12,443,54340,,,2962,1,2024-03-26 03:14:41.945518,0,news18,6,2948,2024-03-26 03:14:41.945518
172.28.0.12,23.37.18.29,54340,443,,,66,1,2024-03-26 03:14:41.945526,0,news18,6,52,2024-03-26 03:14:41.945526
23.37.18.29,172.28.0.12,443,54340,,,2962,1,2024-03-26 03:14:41.946457,0,news18,6,2948,2024-03-26 03:14:41.946457
172.28.0.12,23.37.18.29,54340,443,,,66,1,2024-03-26 03:14:41.946465,0,news18,6,52,2024-03-26 03:14:41.946465
23.37.18.29,172.28.0.12,443,54340,,,2962,1,2024-03-26 03:14:41.947360,0,news18,6,2948,2024-03-26 03:14:41.947360
172.28.0.12,23.37.18.29,54340,443,,,66,1,2024-03-26 03:14:41.947368,0,news18,6,52,2024-03-26 03:14:41.947368
23.37.18.29,172.28.0.12,443,54340,,,2962,1,2024-03-26 03:14:41.948227,0,news18,6,2948,2024-03-26 03:14:41.948227
172.28.0.12,23.37.18.29,54340,443,,,66,1,2024-03-26 03:14:41.948235,0,news18,6,52,2024-03-26 03:14:41.948235
23.37.18.29,172.28.0.12,443,54340,,,1514,1,2024-03-26 03:14:41.949223,0,news18,6,1500,2024-03-26 03:14:41.949223
172.28.0.12,23.37.18.29,54340,443,,,66,1,2024-03-26 03:14:41.949232,0,news18,6,52,2024-03-26 03:14:41.949232
23.37.18.29,172.28.0.12,443,54340,,,1514,1,2024-03-26 03:14:41.949224,0,news18,6,1500,2024-03-26 03:14:41.949224
172.28.0.12,23.37.18.29,54340,443,,,66,1,2024-03-26 03:14:41.949238,0,news18,6,52,2024-03-26 03:14:41.949238
23.37.18.29,172.28.0.12,443,54340,,,2962,1,2024-03-26 03:14:41.949928,0,news18,6,2948,2024-03-26 03:14:41.949928
172.28.0.12,23.37.18.29,54340,443,,,66,1,2024-03-26 03:14:41.949935,0,news18,6,52,2024-03-26 03:14:41.949935
23.37.18.29,172.28.0.12,443,54340,,,2962,1,2024-03-26 03:14:41.950733,0,news18,6,2948,2024-03-26 03:14:41.950733
172.28.0.12,23.37.18.29,54340,443,,,66,1,2024-03-26 03:14:41.950740,0,news18,6,52,2024-03-26 03:14:41.950740
23.37.18.29,172.28.0.12,443,54340,,,2962,1,2024-03-26 03:14:41.951518,0,news18,6,2948,2024-03-26 03:14:41.951518
172.28.0.12,23.37.18.29,54340,443,,,66,1,2024-03-26 03:14:41.951525,0,news18,6,52,2024-03-26 03:14:41.951525
23.37.18.29,172.28.0.12,443,54340,,,2962,1,2024-03-26 03:14:41.952222,0,news18,6,2948,2024-03-26 03:14:41.952222
172.28.0.12,23.37.18.29,54340,443,,,66,1,2024-03-26 03:14:41.952229,0,news18,6,52,2024-03-26 03:14:41.952229
23.37.18.29,172.28.0.12,443,54340,,,2962,1,2024-03-26 03:14:41.952914,0,news18,6,2948,2024-03-26 03:14:41.952914
172.28.0.12,23.37.18.29,54340,443,,,66,1,2024-03-26 03:14:41.952921,0,news18,6,52,2024-03-26 03:14:41.952921
23.37.18.29,172.28.0.12,443,54340,,,2962,1,2024-03-26 03:14:41.953582,0,news18,6,2948,2024-03-26 03:14:41.953582
172.28.0.12,23.37.18.29,54340,443,,,66,1,2024-03-26 03:14:41.953589,0,news18,6,52,2024-03-26 03:14:41.953589
23.37.18.29,172.28.0.12,443,54340,,,2962,1,2024-03-26 03:14:41.954244,0,news18,6,2948,2024-03-26 03:14:41.954244
172.28.0.12,23.37.18.29,54340,443,,,66,1,2024-03-26 03:14:41.954251,0,news18,6,52,2024-03-26 03:14:41.954251
23.37.18.29,172.28.0.12,443,54340,,,4410,1,2024-03-26 03:14:41.954906,0,news18,6,4396,2024-03-26 03:14:41.954906
172.28.0.12,23.37.18.29,54340,443,,,66,1,2024-03-26 03:14:41.954913,0,news18,6,52,2024-03-26 03:14:41.954913
23.37.18.29,172.28.0.12,443,54340,,,4410,1,2024-03-26 03:14:41.955842,0,news18,6,4396,2024-03-26 03:14:41.955842
172.28.0.12,23.37.18.29,54340,443,,,66,1,2024-03-26 03:14:41.955850,0,news18,6,52,2024-03-26 03:14:41.955850
23.37.18.29,172.28.0.12,443,54340,,,2962,1,2024-03-26 03:14:41.956773,0,news18,6,2948,2024-03-26 03:14:41.956773
172.28.0.12,23.37.18.29,54340,443,,,66,1,2024-03-26 03:14:41.956781,0,news18,6,52,2024-03-26 03:14:41.956781
23.37.18.29,172.28.0.12,443,54340,,,4410,1,2024-03-26 03:14:41.957376,0,news18,6,4396,2024-03-26 03:14:41.957376
172.28.0.12,23.37.18.29,54340,443,,,66,1,2024-03-26 03:14:41.957383,0,news18,6,52,2024-03-26 03:14:41.957383
23.37.18.29,172.28.0.12,443,54340,,,4410,1,2024-03-26 03:14:41.958277,0,news18,6,4396,2024-03-26 03:14:41.958277
172.28.0.12,23.37.18.29,54340,443,,,66,1,2024-03-26 03:14:41.958288,0,news18,6,52,2024-03-26 03:14:41.958288
23.37.18.29,172.28.0.12,443,54340,,,4410,1,2024-03-26 03:14:41.959167,0,news18,6,4396,2024-03-26 03:14:41.959167
172.28.0.12,23.37.18.29,54340,443,,,66,1,2024-03-26 03:14:41.959175,0,news18,6,52,2024-03-26 03:14:41.959175
23.37.18.29,172.28.0.12,443,54340,,,5858,1,2024-03-26 03:14:41.959876,0,news18,6,5844,2024-03-26 03:14:41.959876
172.28.0.12,23.37.18.29,54340,443,,,66,1,2024-03-26 03:14:41.959884,0,news18,6,52,2024-03-26 03:14:41.959884
23.37.18.29,172.28.0.12,443,54340,,,5858,1,2024-03-26 03:14:41.960806,0,news18,6,5844,2024-03-26 03:14:41.960806
172.28.0.12,23.37.18.29,54340,443,,,66,1,2024-03-26 03:14:41.960815,0,news18,6,52,2024-03-26 03:14:41.960815
23.37.18.29,172.28.0.12,443,54340,,,5858,1,2024-03-26 03:14:41.961728,0,news18,6,5844,2024-03-26 03:14:41.961728
172.28.0.12,23.37.18.29,54340,443,,,66,1,2024-03-26 03:14:41.961737,0,news18,6,52,2024-03-26 03:14:41.961737
23.37.18.29,172.28.0.12,443,54340,,,7306,1,2024-03-26 03:14:41.962849,0,news18,6,7292,2024-03-26 03:14:41.962849
172.28.0.12,23.37.18.29,54340,443,,,66,1,2024-03-26 03:14:41.962858,0,news18,6,52,2024-03-26 03:14:41.962858
23.37.18.29,172.28.0.12,443,54340,,,5858,1,2024-03-26 03:14:41.963668,0,news18,6,5844,2024-03-26 03:14:41.963668
172.28.0.12,23.37.18.29,54340,443,,,66,1,2024-03-26 03:14:41.963675,0,news18,6,52,2024-03-26 03:14:41.963675
23.37.18.29,172.28.0.12,443,54340,,,5858,1,2024-03-26 03:14:41.964500,0,news18,6,5844,2024-03-26 03:14:41.964500
172.28.0.12,23.37.18.29,54340,443,,,66,1,2024-03-26 03:14:41.964507,0,news18,6,52,2024-03-26 03:14:41.964507
